BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2019;140000555;140000639;M1210;2;2;;1;;;;;2;2.63;;;;;;;5;4.63;
Q20;2019;140000555;140000639;M1330;2;1;;;;;;;0.75;1;;;;;;;3;1.75;
Q20;2019;140000555;140000639;M2010;2;2;;2;;;;;2.69;3.37;;;;;;;6;6.06;
Q20;2019;140000555;140000639;M2020;1;1;;1;;;;;0.16;1.2;;;;;;;3;1.36;
Q20;2019;140000555;140000639;M2040;;1;;;;;;;;0.2;;;;;;;1;0.2;
Q20;2019;140000555;140000639;M2080;3;1;2;;;;;;2.87;1;;;;;;;6;3.87;
Q20;2019;140000555;140000639;M2120;;1;;;;;;;0.17;1;;;;;;;1;1.17;
Q20;2019;140000555;140000639;M3012;2;2;1;1;;;;;2.09;2.02;;;;;;;6;4.11;
Q20;2019;140000555;140000639;M3020;;;2;;;;;;0.4;;;;;;;;2;0.4;
Q20;2019;140000555;140000639;M3040;3;1;;;;;;;2.14;1;;;;;;;4;3.14;
Q20;2019;140000555;140000639;M3050;4;5;;;;;;;3.2;5.64;;;;;;;9;8.84;
Q20;2019;140000555;140000639;M3060;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;140000555;140000639;M3070;;3;1;2;;;;;0.5;3.1;;;;;;;6;3.6;
Q20;2019;140000555;140000639;M9999;39;56;11;27;;;;;36.7;66.47;;;;;;;133;103.17;
Q20;2019;140002452;140025800;M1010;2;5;5;6;;;;;3.14;7.12;;;;;;;18;10.26;
Q20;2019;140002452;140025800;M1030;1;;2;2;;;;;1.33;2;;;;;;;5;3.33;
Q20;2019;140002452;140025800;M1040;;;;2;;;;;;1.3;;;;;;;2;1.3;
Q20;2019;140002452;140025800;M1050;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2019;140002452;140025800;M1090;;;2;1;;;;;0.52;0.13;;;;;;;3;0.65;
Q20;2019;140002452;140025800;M1120;;;1;1;;;;;0.1;0.12;;;;;;;2;0.22;
Q20;2019;140002452;140025800;M1140;;;;1;;;;;;0.05;;;;;;;1;0.05;
Q20;2019;140002452;140025800;M1150;;;1;;;;;;;0.12;;;;;;;1;0.12;
Q20;2019;140002452;140025800;M1160;;;4;2;;;;;0.72;0.52;;;;;;;6;1.24;
Q20;2019;140002452;140025800;M1320;;1;;1;;;;;;1.8;;;;;;;2;1.8;
Q20;2019;140002452;140025800;M2010;;;1;;;;;;0.08;;;;;;;;1;0.08;
Q20;2019;140002452;140025800;M2020;;;10;4;;;;;1.05;0.25;;;;;;;14;1.3;
Q20;2019;140002452;140025800;M2030;;;3;2;;;;;0.21;0.5;;;;;;;5;0.71;
Q20;2019;140002452;140025800;M2050;;;1;2;;;;;0.07;0.09;;;;;;;3;0.16;
Q20;2019;140002452;140025800;M2070;;;1;1;;;;;0.18;0.11;;;;;;;2;0.29;
Q20;2019;140002452;140025800;M2080;;;;2;;;;;;1.64;;;;;;;2;1.64;
Q20;2019;140002452;140025800;M2130;;;3;;;;;;0.23;;;;;;;;3;0.23;
Q20;2019;140002452;140025800;M3040;;;1;;;;;;0.2;;;;;;;;1;0.2;
Q20;2019;140002452;140025800;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;140002452;140025800;M9999;3;7;36;27;;;;;7.88;16.75;;;;;;;73;24.63;
Q20;2019;140002619;750721334;M1010;;;1;;;;;;0.84;;;;;;;;1;0.84;
Q20;2019;140002619;750721334;M3040;;;;;;;;;;0.26;;;;;;;;0.26;
Q20;2019;140002619;750721334;M9999;;;1;;;;;;0.84;0.26;;;;;;;1;1.1;
Q20;2019;140004136;140000092;M1010;;;1;;;;;;0.5;;;0.5;;;;;1;0.5;
Q20;2019;140004136;140000092;M3020;5;3;1;3;;;;;5.8;5.4;;11.2;;;;;12;11.2;
Q20;2019;140004136;140000092;M9999;5;3;2;3;;;;;6.3;5.4;;11.7;;;;;13;11.7;
Q20;2019;140004383;140000100;M1010;3;2;3;2;;;;;3.23;4.22;;4.44;0.84;0.5;0.64;1.03;10;7.45;
Q20;2019;140004383;140000100;M1140;;3;;1;;;;;;0.7;;0.63;;;0.07;;4;0.7;
Q20;2019;140004383;140000100;M1180;;;;;;;;;0.07;;;;;;0.07;;;0.07;
Q20;2019;140004383;140000100;M1190;1;;;;;;;;0.8;;;0.8;;;;;1;0.8;
Q20;2019;140004383;140000100;M1200;;;1;;;;;;0.06;;;;;;0.06;;1;0.06;
Q20;2019;140004383;140000100;M1310;4;4;;;;;;;2.48;2.65;1.08;1.99;0.16;1.06;;0.84;8;5.13;
Q20;2019;140004383;140000100;M2050;;;;1;;;;;;0.15;;;;;0.15;;1;0.15;
Q20;2019;140004383;140000100;M3011;1;4;;;;;;;0.77;2.47;1;1.47;;0.5;;0.27;5;3.24;
Q20;2019;140004383;140000100;M3020;3;4;;;;;;;2.25;2.94;0.25;3.02;;0.92;;1;7;5.19;
Q20;2019;140004383;140000100;M3050;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;140004383;140000100;M9999;13;17;4;4;;;;;10.66;13.13;2.33;13.35;1;2.98;0.99;3.14;38;23.79;
Q20;2019;140012196;140000100;M1320;1;;;;;;;;0.9;;;0.9;;;;;1;0.9;
Q20;2019;140012196;140000100;M9999;1;;;;;;;;0.9;;;0.9;;;;;1;0.9;
Q20;2019;140013830;140000118;M1320;;;;2;;;;;;1.03;;1;;;;0.03;2;1.03;
Q20;2019;140013830;140000118;M9999;;;;2;;;;;;1.03;;1;;;;0.03;2;1.03;
Q20;2019;140015975;310021092;M1010;;;2;1;;;;;0.78;0.8;;;;;;;3;1.58;
Q20;2019;140015975;310021092;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;140015975;310021092;M9999;;;2;2;;;;;0.78;1.3;;;;;;;4;2.08;
Q20;2019;140016155;140027426;M1010;;;1;;;;;;0.18;0.45;;;;;;;1;0.63;
Q20;2019;140016155;140027426;M3050;;;;1;;;;;;0.1;;;;;;;1;0.1;
Q20;2019;140016155;140027426;M9999;;;1;1;;;;;0.18;0.55;;;;;;;2;0.73;
Q20;2019;140016759;140003146;M1030;;;;;1;;6;8;;;;;;;;;;;15
Q20;2019;140016759;140003146;M1040;;;;;;;3;1;;;;;;;;;;;4
Q20;2019;140016759;140003146;M1050;;;;;;1;;;;;;;;;;;;;1
Q20;2019;140016759;140003146;M1070;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140016759;140003146;M1090;;;;;1;2;3;;;;;;;;;;;;6
Q20;2019;140016759;140003146;M1120;;;;;;;;1;;;;;;;;;;;1
Q20;2019;140016759;140003146;M1130;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140016759;140003146;M1140;;;;;;6;;1;;;;;;;;;;;7
Q20;2019;140016759;140003146;M1150;;;;;;;2;;;;;;;;;;;;2
Q20;2019;140016759;140003146;M1160;;;;;;;15;6;;;;;;;;;;;21
Q20;2019;140016759;140003146;M1170;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;140016759;140003146;M1210;;;;;;;3;;;;;;;;;;;;3
Q20;2019;140016759;140003146;M1320;;;;;;1;;;;;;;;;;;;;1
Q20;2019;140016759;140003146;M1330;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;140016759;140003146;M1340;;;;;1;2;7;2;;;;;;;;;;;12
Q20;2019;140016759;140003146;M2020;;;;;;;3;2;;;;;;;;;;;5
Q20;2019;140016759;140003146;M2030;;;;;6;2;;;;;;;;;;;;;8
Q20;2019;140016759;140003146;M2040;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;140016759;140003146;M2050;;;;;8;3;;;;;;;;;;;;;11
Q20;2019;140016759;140003146;M2070;;;;;2;3;;;;;;;;;;;;;5
Q20;2019;140016759;140003146;M2080;;;;;4;1;;;;;;;;;;;;;5
Q20;2019;140016759;140003146;M2100;;;;;3;;;;;;;;;;;;;;3
Q20;2019;140016759;140003146;M2120;;;;;;3;;;;;;;;;;;;;3
Q20;2019;140016759;140003146;M2130;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;140016759;140003146;M3050;1;2;;;;;;;1;1;;;;;;;3;2;
Q20;2019;140016759;140003146;M9999;1;2;;;29;27;45;22;1;1;;;;;;;3;2;123
Q20;2019;140017237;140003278;M1030;;;;;17;1;;;;;;;;;;;;;18
Q20;2019;140017237;140003278;M1040;;;;;8;1;5;1;;;;;;;;;;;15
Q20;2019;140017237;140003278;M1050;;;;;;2;1;;;;;;;;;;;;3
Q20;2019;140017237;140003278;M1090;;;;;3;2;3;;;;;;;;;;;;8
Q20;2019;140017237;140003278;M1110;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;140017237;140003278;M1120;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140017237;140003278;M1150;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140017237;140003278;M1160;;;;;6;2;;;;;;;;;;;;;8
Q20;2019;140017237;140003278;M1200;;;;;1;;1;1;;;;;;;;;;;3
Q20;2019;140017237;140003278;M1340;;;;;2;2;2;1;;;;;;;;;;;7
Q20;2019;140017237;140003278;M2020;;;;;;;2;1;;;;;;;;;;;3
Q20;2019;140017237;140003278;M2030;;;;;6;;;;;;;;;;;;;;6
Q20;2019;140017237;140003278;M2040;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;140017237;140003278;M2060;;;;;5;;;;;;;;;;;;;;5
Q20;2019;140017237;140003278;M2070;;;;;5;1;;3;;;;;;;;;;;9
Q20;2019;140017237;140003278;M2080;;;;;4;1;;;;;;;;;;;;;5
Q20;2019;140017237;140003278;M2100;;;;;3;1;;;;;;;;;;;;;4
Q20;2019;140017237;140003278;M2120;;;;;4;;;;;;;;;;;;;;4
Q20;2019;140017237;140003278;M2130;;;;;3;;;;;;;;;;;;;;3
Q20;2019;140017237;140003278;M2140;;;;;3;;;;;;;;;;;;;;3
Q20;2019;140017237;140003278;M3020;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140017237;140003278;M3050;2;1;;1;;;;;2;1.6;;;;;;;4;3.6;
Q20;2019;140017237;140003278;M3060;;;;;;;;1;;;;;;;;;;;1
Q20;2019;140017237;140003278;M3070;;;;;;;;1;;;;;;;;;;;1
Q20;2019;140017237;140003278;M9999;2;1;;1;72;14;17;10;2;1.6;;;;;;;4;3.6;113
Q20;2019;140017278;610787285;M1010;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;140017278;610787285;M1180;1;;;2;;;;;1;1.6;;;;;;;3;2.6;
Q20;2019;140017278;610787285;M3050;;;;1;;;;;;0.6;;;;;;;1;0.6;
Q20;2019;140017278;610787285;M9999;1;1;;3;;;;;1;3.2;;;;;;;5;4.2;
Q20;2019;140017401;140000092;M1320;;;;1;;;;;;0.8;;0.8;;;;;1;0.8;
Q20;2019;140017401;140000092;M9999;;;;1;;;;;;0.8;;0.8;;;;;1;0.8;
Q20;2019;140018730;140000423;M1010;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140018730;140000423;M1020;;;;;;;7;5;;;;;;;;;;;12
Q20;2019;140018730;140000423;M1030;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140018730;140000423;M1090;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140018730;140000423;M1160;;;;;;;3;2;;;;;;;;;;;5
Q20;2019;140018730;140000423;M1320;;;;1;;;;;;0.11;;;;;;;1;0.11;
Q20;2019;140018730;140000423;M2010;;;;;1;;1;;;;;;;;;;;;2
Q20;2019;140018730;140000423;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2019;140018730;140000423;M2050;;;;;1;;;1;;;;;;;;;;;2
Q20;2019;140018730;140000423;M2070;;;;;1;;2;;;;;;;;;;;;3
Q20;2019;140018730;140000423;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140018730;140000423;M2100;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140018730;140000423;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;140018730;140000423;M9999;;;;2;9;;14;8;;0.61;;;;;;;2;0.61;31
Q20;2019;140019175;930019484;M1010;;;1;1;;;;;0.53;0.19;;;;;;;2;0.72;
Q20;2019;140019175;930019484;M1140;;;;1;;;;;;0.03;;;;;;;1;0.03;
Q20;2019;140019175;930019484;M3050;;;;1;;;;;;0.04;;;;;;;1;0.04;
Q20;2019;140019175;930019484;M9999;;;1;3;;;;;0.53;0.26;;;;;;;4;0.79;
Q20;2019;140024886;140000092;M1010;4;2;3;2;;;;;3.05;6.2;;8.2;;;0.55;0.5;11;9.25;
Q20;2019;140024886;140000092;M1030;4;2;;;;;;;4;2;;5;;;;1;6;6;
Q20;2019;140024886;140000092;M1031;5;;;1;;;;;4.43;0.08;;3;;;;1.51;6;4.51;
Q20;2019;140024886;140000092;M1040;3;2;1;;;;2;1;2.5;1.2;;2;0.2;;0.3;1.2;6;3.7;3
Q20;2019;140024886;140000092;M1050;;;1;;;;;1;0.2;;;;;;0.2;;1;0.2;1
Q20;2019;140024886;140000092;M1070;;;;2;;;;;;1.7;;1.7;;;;;2;1.7;
Q20;2019;140024886;140000092;M1090;1;2;1;1;;;;;1.1;2.9;;3.9;;;;0.1;5;4;
Q20;2019;140024886;140000092;M1100;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;140024886;140000092;M1120;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2019;140024886;140000092;M1130;;1;1;;;;;;0.6;0.7;;0.7;;;0.6;;2;1.3;
Q20;2019;140024886;140000092;M1140;;3;1;2;;;;;0.5;4;;3.1;1.4;;;;6;4.5;
Q20;2019;140024886;140000092;M1150;;1;1;;;;;;0.6;1;;1;;;0.6;;2;1.6;
Q20;2019;140024886;140000092;M1160;;;4;2;;;;;1.4;0.7;;1.8;;;0.3;;6;2.1;
Q20;2019;140024886;140000092;M1190;;1;;1;;;;;;1.55;;1;;;;0.55;2;1.55;
Q20;2019;140024886;140000092;M1200;;3;1;;;;;;0.1;3;;3;;;0.1;;4;3.1;
Q20;2019;140024886;140000092;M1340;4;5;3;3;;;;;6.4;6.4;;8.8;;;;4;15;12.8;
Q20;2019;140024886;140000092;M2020;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140024886;140000092;M2030;3;;;;;;1;;2.6;;;2.6;;;;;3;2.6;1
Q20;2019;140024886;140000092;M2050;1;2;;1;;;;;1.6;2.7;;3.8;;;;0.5;4;4.3;
Q20;2019;140024886;140000092;M2070;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140024886;140000092;M2080;;;1;;;;1;;0.8;;;0.6;;;;0.2;1;0.8;1
Q20;2019;140024886;140000092;M2120;1;2;;;;;;;1.58;1.3;;2.88;;;;;3;2.88;
Q20;2019;140024886;140000092;M3012;1;1;;3;;;;;1;3.54;;4.54;;;;;5;4.54;
Q20;2019;140024886;140000092;M3040;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2019;140024886;140000092;M3050;2;;;3;;;;;1.8;2.5;;3.5;0.8;;;;5;4.3;
Q20;2019;140024886;140000092;M3060;;;1;;;;;;0.4;;;0.4;;;;;1;0.4;
Q20;2019;140024886;140000092;M9999;31;28;20;21;;;6;2;36.76;42.47;;64.52;2.4;;2.75;9.56;100;79.23;8
Q20;2019;140025123;310021126;M1010;;2;;1;;;;;;2.8;;;;;;;3;2.8;
Q20;2019;140025123;310021126;M1180;;;;1;;;;;;0.8;;;;;;;1;0.8;
Q20;2019;140025123;310021126;M3050;;;;1;;;;;;0.94;;;;;;;1;0.94;
Q20;2019;140025123;310021126;M9999;;2;;3;;;;;;4.54;;;;;;;5;4.54;
Q20;2019;140025255;310020383;M1010;1;1;0;4;;;;;1;2.44;;;;;;;6;3.44;
Q20;2019;140025255;310020383;M1320;;1;;3;;;;;;3.09;;;;;;;4;3.09;
Q20;2019;140025255;310020383;M3050;1;;;;;;;;1;;;;;;;;1;1;
Q20;2019;140025255;310020383;M9999;2;2;0;7;;;;;2;5.53;;;;;;;11;7.53;
Q20;2019;140025362;140000092;M1010;;1;;3;;;;;;1.05;;;;;;1.05;4;1.05;
Q20;2019;140025362;140000092;M1320;1;;;;;;;;0.83;;;0.83;;;;;1;0.83;
Q20;2019;140025362;140000092;M9999;1;1;;3;;;;;0.83;1.05;;0.83;;;;1.05;5;1.88;
Q20;2019;140026410;140026279;M1010;8;5;;;;;;;7.65;3.17;;1.5;;;6.62;2.7;13;10.82;
Q20;2019;140026410;140026279;M1040;4;2;;;;;;;4;2.95;;4;;;;2.95;6;6.95;
Q20;2019;140026410;140026279;M1050;1;;;;;;;;0.25;;;;;;0.25;;1;0.25;
Q20;2019;140026410;140026279;M1070;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;140026410;140026279;M1100;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;140026410;140026279;M1140;;2;;;;;;;;1.2;;0.6;;;;0.6;2;1.2;
Q20;2019;140026410;140026279;M1200;2;;;;;;;;1.3;;;1;;;;0.3;2;1.3;
Q20;2019;140026410;140026279;M1320;3;2;;;;;;;2.81;1.12;;1.51;;;0.92;1.5;5;3.93;
Q20;2019;140026410;140026279;M3050;;2;;;;;;;;1.8;;1.8;;;;;2;1.8;
Q20;2019;140026410;140026279;M9999;19;14;;;;;;;17.01;11.24;;12.41;;;7.79;8.05;33;28.25;
Q20;2019;140026709;140000415;M1010;1;;2;1;;;;;2.3;0.5;;;;;;;4;2.8;
Q20;2019;140026709;140000415;M1020;;;;;;;2;;;;;;;;;;;;2
Q20;2019;140026709;140000415;M1030;;;;;2;1;;;;;;;;;;;;;3
Q20;2019;140026709;140000415;M1040;;;;;;;2;2;;;;;;;;;;;4
Q20;2019;140026709;140000415;M1070;;;;;;;;1;;;;;;;;;;;1
Q20;2019;140026709;140000415;M1090;;;;;;;2;;;;;;;;;;;;2
Q20;2019;140026709;140000415;M1120;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M1130;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;140026709;140000415;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M1160;;;;;;;3;;;;;;;;;;;;3
Q20;2019;140026709;140000415;M1190;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M1200;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M2010;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M2020;;;;;;;;1;;;;;;;;;;;1
Q20;2019;140026709;140000415;M2030;;;;;1;;1;;;;;;;;;;;;2
Q20;2019;140026709;140000415;M2040;;;;;;;2;;;;;;;;;;;;2
Q20;2019;140026709;140000415;M2050;;;;;;;1;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M2070;;;;;2;;1;;;;;;;;;;;;3
Q20;2019;140026709;140000415;M2080;;;;;1;;;1;;;;;;;;;;;2
Q20;2019;140026709;140000415;M2100;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M3011;;;;;1;;;;;;;;;;;;;;1
Q20;2019;140026709;140000415;M3040;;;1;;;;;;0.15;;;;;;;;1;0.15;
Q20;2019;140026709;140000415;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;140026709;140000415;M9999;1;;3;2;9;1;19;6;2.45;1;;;;;;;6;3.45;35
Q20;2019;140027681;610787764;M1010;;;;1;;;;;;0.67;;;;;;;1;0.67;
Q20;2019;140027681;610787764;M1180;1;;2;;;;;;1.77;;;;;;;;3;1.77;
Q20;2019;140027681;610787764;M9999;1;;2;1;;;;;1.77;0.67;;;;;;;4;2.44;
Q20;2019;140027731;720020171;M1170;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;140027731;720020171;M9999;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;140030891;140000639;M1170;6;1;;;;;;;1.8;0.3;;;;;;;7;2.1;
Q20;2019;140030891;140000639;M9999;6;1;;;;;;;1.8;0.3;;;;;;;7;2.1;
Q20;2019;150000024;150780047;M1010;;;1;0;;;;;0.66;0.01;;;;;;0.67;1;0.67;
Q20;2019;150000024;150780047;M3050;;;1;;;;;;0.5;0;;;;;;0.5;1;0.5;
Q20;2019;150000024;150780047;M9999;;;2;0;;;;;1.16;0.01;;;;;;1.17;2;1.17;
Q20;2019;150000032;150780088;M1010;2;1;0;0;;;;;2.25;1.15;;1.5;;;;1.9;3;3.4;
Q20;2019;150000032;150780088;M1030;2;0;0;1;;;;;2;0.29;;1.29;;;;1;3;2.29;
Q20;2019;150000032;150780088;M1090;1;0;0;0;;;;;1;;;1;;;;;1;1;
Q20;2019;150000032;150780088;M1100;0;0;1;0;;;;;0.2;;;;;;;0.2;1;0.2;
Q20;2019;150000032;150780088;M1110;0;0;1;0;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2019;150000032;150780088;M1140;0;0;1;1;;;;;0.5;0.5;;;;;0.5;0.5;2;1;
Q20;2019;150000032;150780088;M1150;0;0;1;1;;;;;0.1;0.15;;;;;0.1;0.15;2;0.25;
Q20;2019;150000032;150780088;M1160;1;1;0;0;;;;;1;1;;;;;;2;2;2;
Q20;2019;150000032;150780088;M1180;0;0;0;1;;;;;;0.5;;;;;0.5;;1;0.5;
Q20;2019;150000032;150780088;M1190;0;0;1;0;;;;;0.3;;;;;;0.3;;1;0.3;
Q20;2019;150000032;150780088;M1320;1;1;0;0;;;;;0.5;0.5;;1;;;;;2;1;
Q20;2019;150000032;150780088;M1340;2;0;2;1;;;;;2.98;0.2;;1.7;;;;1.48;5;3.18;
Q20;2019;150000032;150780088;M2010;2;0;0;0;;;;;2;;;2;;;;;2;2;
Q20;2019;150000032;150780088;M2030;2;0;0;0;;;;;2;;;2;;;;;2;2;
Q20;2019;150000032;150780088;M2050;2;0;1;0;;;;;2.5;;;;;;;2.5;3;2.5;
Q20;2019;150000032;150780088;M2100;0;0;0;1;;;;;;0.18;;;;;;0.18;1;0.18;
Q20;2019;150000032;150780088;M3050;1;2;0;0;;;;;1;1.9;;2.9;;;;;3;2.9;
Q20;2019;150000032;150780088;M3060;0;1;0;0;;;;;;1;;;;;;1;1;1;
Q20;2019;150000032;150780088;M3070;2;0;3;0;;;;;3.68;;;1.7;;;;1.98;5;3.68;
Q20;2019;150000032;150780088;M9999;18;6;11;6;;;;;22.11;7.37;;15.09;;;1.5;12.89;41;29.48;
Q20;2019;150000040;150780096;M1010;3;3;3;2;;;;;4.9;6.86;;10.13;;;1;0.63;11;11.76;
Q20;2019;150000040;150780096;M1030;5;2;1;2;;;;;5.83;3.88;;8;;;0.83;0.88;10;9.71;
Q20;2019;150000040;150780096;M1031;2;2;;;;;;;1;1;;2;;;;;4;2;
Q20;2019;150000040;150780096;M1040;6;2;2;1;;;;1;5.34;1.4;;4.54;0.88;;1.04;0.28;11;6.74;1
Q20;2019;150000040;150780096;M1050;;1;1;;;;;;0.1;1.16;;1;;;0.1;0.16;2;1.26;
Q20;2019;150000040;150780096;M1070;;;;2;;;;;;0.46;;;;;0.46;;2;0.46;
Q20;2019;150000040;150780096;M1090;3;;;1;;;;;2.16;0.2;;2;;;;0.36;4;2.36;
Q20;2019;150000040;150780096;M1100;2;;;1;;;;;2;0.46;;2;0.46;;;;3;2.46;
Q20;2019;150000040;150780096;M1120;;1;1;;;;;;0.5;0.99;;0.99;;;;0.5;2;1.49;
Q20;2019;150000040;150780096;M1130;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;150000040;150780096;M1140;;2;;2;;;;;;2.27;;1.27;;;1;;4;2.27;
Q20;2019;150000040;150780096;M1150;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;150000040;150780096;M1160;3;1;;;;;;;3;0.12;;3;;;;0.12;4;3.12;
Q20;2019;150000040;150780096;M1170;;;;1;;;;;;0.2;;;;;0.2;;1;0.2;
Q20;2019;150000040;150780096;M1180;2;;1;;;;;;2;0.15;;1;;;1;0.15;3;2.15;
Q20;2019;150000040;150780096;M1190;;1;;1;;;;;0.17;0.9;;0.58;0.14;;0.17;0.18;2;1.07;
Q20;2019;150000040;150780096;M1200;;3;1;1;;;;;0.83;2;;2.63;;;0.2;;5;2.83;
Q20;2019;150000040;150780096;M1320;1;2;;2;;;;;0.5;2.32;;2.1;;;;0.72;5;2.82;
Q20;2019;150000040;150780096;M1330;;1;;;;;;;;1;;0.33;;;;0.67;1;1;
Q20;2019;150000040;150780096;M1340;12;4;3;2;;;;;12.92;3.68;;13.37;1.78;;0.13;1.32;21;16.6;
Q20;2019;150000040;150780096;M2020;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;150000040;150780096;M2030;3;;;;;;;;3.1;;;2;;;1.1;;3;3.1;
Q20;2019;150000040;150780096;M2040;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2019;150000040;150780096;M2050;1;;1;2;;;;;1;1.89;;2.51;;;0.05;0.33;4;2.89;
Q20;2019;150000040;150780096;M2070;2;3;;2;;;;;0.64;2.38;;1.41;;;1.61;;7;3.02;
Q20;2019;150000040;150780096;M2080;2;2;;;;;;;1.61;1.44;;1.88;1.07;;;0.1;4;3.05;
Q20;2019;150000040;150780096;M2100;1;;;;;;;;0.83;;;0.83;;;;;1;0.83;
Q20;2019;150000040;150780096;M2120;1;2;;;;;;;0.87;0.81;;0.87;;;;0.81;3;1.68;
Q20;2019;150000040;150780096;M2130;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2019;150000040;150780096;M3011;1;1;;1;;;;;1;1.21;;2;;;;0.21;3;2.21;
Q20;2019;150000040;150780096;M3012;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2019;150000040;150780096;M3020;5;1;;1;;;;;5.22;1.93;;5;;;2.09;0.06;7;7.15;
Q20;2019;150000040;150780096;M3030;;;1;;;;;;0.5;;;0.5;;;;;1;0.5;
Q20;2019;150000040;150780096;M3040;1;2;;1;;;;;2;0.92;;2;;;;0.92;4;2.92;
Q20;2019;150000040;150780096;M3050;;3;;2;;;;;;5.55;;3;;;2;0.55;5;5.55;
Q20;2019;150000040;150780096;M3070;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2019;150000040;150780096;M9999;61;41;17;27;;;;1;63.22;47.18;;83.94;4.33;;13.18;8.95;146;110.4;1
Q20;2019;150000149;150780393;M1010;1;;;;;;;;1;;;;;;1;;1;1;
Q20;2019;150000149;150780393;M1180;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;150000149;150780393;M9999;2;;;;;;;;2;;;1;;;1;;2;2;
Q20;2019;150000164;150780468;M1010;9;2;;1;;;;;8.67;2.5;;11.17;;;;;12;11.17;
Q20;2019;150000164;150780468;M1050;;;;;;;1;;;;;;;;;;;;1
Q20;2019;150000164;150780468;M1090;;;;;;;1;;;;;;;;;;;;1
Q20;2019;150000164;150780468;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2019;150000164;150780468;M1320;;2;1;;;;;;0.8;2;;2;;;;0.8;3;2.8;
Q20;2019;150000164;150780468;M3050;;;;2;;;;;;1.1;;0.6;;;;0.5;2;1.1;
Q20;2019;150000164;150780468;M9999;9;4;1;3;;;3;;9.47;5.6;;13.77;;;;1.3;17;15.07;3
Q20;2019;150000180;150780500;M1010;;1;;;;;;;;1;;;;;1;;1;1;
Q20;2019;150000180;150780500;M1320;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;150000180;150780500;M3050;1;;;;;;;;0.6;;;0.6;;;;;1;0.6;
