BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2019;150000180;150780500;M9999;2;1;;;;;;;1.6;1;;1.6;;;1;;3;2.6;
Q20;2019;150001758;630000990;M1110;;;;;;;;;0.21;0.19;;;;;;;;0.4;
Q20;2019;150001758;630000990;M9999;;;;;;;;;0.21;0.19;;;;;;;;0.4;
Q20;2019;150002608;660006370;M1010;;;;1;;;1;;0.07;0.46;;;;;;;1;0.53;1
Q20;2019;150002608;660006370;M1070;1;;;;;;;;1;;;;;;;;1;1;
Q20;2019;150002608;660006370;M1150;;;1;;;;1;;0.96;;;;;;;;1;0.96;1
Q20;2019;150002608;660006370;M1200;1;;;;;;;;0.87;;;;;;;;1;0.87;
Q20;2019;150002608;660006370;M3050;1;;;;;;;;0.99;0.16;;;;;;;1;1.15;
Q20;2019;150002608;660006370;M9999;3;;1;1;;;2;;3.89;0.62;;;;;;;5;4.51;2
Q20;2019;150002921;150780468;M1320;;1;;;;;;;;0.39;;0.39;;;;;1;0.39;
Q20;2019;150002921;150780468;M9999;;1;;;;;;;;0.39;;0.39;;;;;1;0.39;
Q20;2019;150003713;630011831;M1130;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150003713;630011831;M1170;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;150003713;630011831;M9999;;;;;2;1;;;;;;;;;;;;;3
Q20;2019;150780120;150000065;M1010;1;1;;;;;;1;1;0.5;;;;;;;2;1.5;1
Q20;2019;150780120;150000065;M1050;;;;;;1;;;;;;;;;;;;;1
Q20;2019;150780120;150000065;M2030;;;;;;;2;;;;;;;;;;;;2
Q20;2019;150780120;150000065;M3040;;;1;;;;;;0.2;;;;;;;;1;0.2;
Q20;2019;150780120;150000065;M3050;;;;1;;;;;0.33;;;;;;;;1;0.33;
Q20;2019;150780120;150000065;M9999;1;1;1;1;;1;2;1;1.53;0.5;;;;;;;4;2.03;4
Q20;2019;150780708;870015336;M1010;;1;1;;;;;;0.5;1;;;;;;;2;1.5;
Q20;2019;150780708;870015336;M1040;;;;;;;3;1;;;;;;;;;;;4
Q20;2019;150780708;870015336;M3050;;;;1;;;;;;0.6;;;;;;;1;0.6;
Q20;2019;150780708;870015336;M9999;;1;1;1;;;3;1;0.5;1.6;;;;;;;3;2.1;4
Q20;2019;150780732;150000271;M1010;;;;;2;;;;;;;;;;;;;;2
Q20;2019;150780732;150000271;M1030;;;;;7;;;;;;;;;;;;;;7
Q20;2019;150780732;150000271;M1040;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M1090;;;;;2;;;1;;;;;;;;;;;3
Q20;2019;150780732;150000271;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M1130;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M1160;;;;;5;;;;;;;;;;;;;;5
Q20;2019;150780732;150000271;M1170;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;150780732;150000271;M1180;;;;;;;1;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M1210;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;150780732;150000271;M1320;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;150780732;150000271;M2020;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M2030;;;;;4;;;;;;;;;;;;;;4
Q20;2019;150780732;150000271;M2040;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M2050;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M2070;;;;;1;2;;1;;;;;;;;;;;4
Q20;2019;150780732;150000271;M2080;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M2100;;;;;2;;;;;;;;;;;;;;2
Q20;2019;150780732;150000271;M2120;;;;;1;;;;;;;;;;;;;;1
Q20;2019;150780732;150000271;M2130;;;;;2;;;;;;;;;;;;;;2
Q20;2019;150780732;150000271;M3012;;;;;;;5;;;;;;;;;;;;5
Q20;2019;150780732;150000271;M3040;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;150780732;150000271;M3050;;;1;2;;;;;0.28;1.92;;;;;;;3;2.2;
Q20;2019;150780732;150000271;M9999;;1;1;3;33;3;8;3;0.28;3.42;;;;;;;5;3.7;47
Q20;2019;150780773;150780088;M3020;1;;2;;;;;;2.05;;;1.1;;;;0.95;3;2.05;
Q20;2019;150780773;150780088;M9999;1;;2;;;;;;2.05;;;1.1;;;;0.95;3;2.05;
Q20;2019;150780823;150780096;M1010;;;1;;;;;;0.1;;0.1;;;;;;1;0.1;
Q20;2019;150780823;150780096;M3020;3;;;;;;;;0.49;;0.49;;;;;;3;0.49;
Q20;2019;150780823;150780096;M9999;3;;1;;;;;;0.59;;0.59;;;;;;4;0.59;
Q20;2019;150782944;150002566;M3020;;;1;;;;;;0.2;;;;;;;;1;0.2;
Q20;2019;150782944;150002566;M9999;;;1;;;;;;0.2;;;;;;;;1;0.2;
Q20;2019;160000170;160000204;M1020;;;;;;;2;;;;;;;;;;;;2
Q20;2019;160000170;160000204;M1030;;;;;3;2;;1;;;;;;;;;;;6
Q20;2019;160000170;160000204;M1040;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;160000170;160000204;M1150;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;160000170;160000204;M1160;;;;;;;9;4;;;;;;;;;;;13
Q20;2019;160000170;160000204;M1200;1;;;;;;;;0.74;;;;;;;;1;0.74;
Q20;2019;160000170;160000204;M2020;;;;;2;1;;;;;;;;;;;;;3
Q20;2019;160000170;160000204;M2030;;;;;4;;1;;;;;;;;;;;;5
Q20;2019;160000170;160000204;M2040;;;;;1;;1;;;;;;;;;;;;2
Q20;2019;160000170;160000204;M2070;;;;;3;1;;1;;;;;;;;;;;5
Q20;2019;160000170;160000204;M2120;;;;;;;;1;;;;;;;;;;;1
Q20;2019;160000170;160000204;M2130;;;;;2;;;;;;;;;;;;;;2
Q20;2019;160000170;160000204;M3011;;;;;;;3;;;;;;;;;;;;3
Q20;2019;160000170;160000204;M3012;;;;;;;3;4;;;;;;;;;;;7
Q20;2019;160000170;160000204;M3050;1;;;;;;;;1;0.09;;;;;;;1;1.09;
Q20;2019;160000170;160000204;M9999;2;;;;15;4;21;13;1.74;0.09;;;;;;;2;1.83;53
Q20;2019;160000188;160000121;M1010;;2;;1;;;;;;2.84;;2.84;;;;;3;2.84;
Q20;2019;160000188;160000121;M3050;;1;;;;;;;;1.2;;1;;;;0.2;1;1.2;
Q20;2019;160000188;160000121;M9999;;3;;1;;;;;;4.04;;3.84;;;;0.2;4;4.04;
Q20;2019;160000253;160000451;M1010;18;13;2;3;;;;;19.19;12.26;;19.74;0.02;;1.33;10.36;36;31.45;
Q20;2019;160000253;160000451;M1020;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2019;160000253;160000451;M1030;3;3;2;3;;;;;5.43;4.65;;5.07;;;;5.01;11;10.08;
Q20;2019;160000253;160000451;M1031;4;1;;;;;;;4.67;1;;5;;;;0.67;5;5.67;
Q20;2019;160000253;160000451;M1040;7;2;3;1;;;;;7.29;2.21;;8;;;0.3;1.2;13;9.5;
Q20;2019;160000253;160000451;M1050;;;1;;;;;;0.09;;;;;;0.09;;1;0.09;
Q20;2019;160000253;160000451;M1090;4;1;;;;;;;4;1.3;;4.3;;;;1;5;5.3;
Q20;2019;160000253;160000451;M1100;1;1;1;2;;;;;0.82;2.7;;3.51;0.01;;;;5;3.52;
Q20;2019;160000253;160000451;M1110;2;2;1;;;;;;2.01;2.35;;4.1;0.01;;;0.25;5;4.36;
Q20;2019;160000253;160000451;M1120;3;1;;1;;;;;2.98;1.8;;2;;;0.8;1.98;5;4.78;
Q20;2019;160000253;160000451;M1130;1;1;;1;;;;;0.05;1.28;;0.69;;;;0.64;3;1.33;
Q20;2019;160000253;160000451;M1140;3;3;;;;;;;2.64;3.51;;5.59;;;;0.56;6;6.15;
Q20;2019;160000253;160000451;M1150;4;1;1;;;;;;4.16;1.83;;3;1.83;;0.2;0.96;6;5.99;
Q20;2019;160000253;160000451;M1160;7;2;;;;;;;6.82;2;;7.89;0.93;;;;9;8.82;
Q20;2019;160000253;160000451;M1170;3;;1;;;;;;3.09;0.02;;2;;;;1.11;4;3.11;
Q20;2019;160000253;160000451;M1180;1;;;2;;;;;1;0.9;;1.8;;;0.1;;3;1.9;
Q20;2019;160000253;160000451;M1190;1;1;;1;;;;;1;2;;2;1;;;;3;3;
Q20;2019;160000253;160000451;M1210;1;1;;1;;;;;1;1.88;;2.5;;;;0.38;3;2.88;
Q20;2019;160000253;160000451;M1320;3;7;;1;;;;;0.57;3.87;;4.44;;;;;11;4.44;
Q20;2019;160000253;160000451;M1330;;;1;;;;;;0.01;;;;0.01;;;;1;0.01;
Q20;2019;160000253;160000451;M2010;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;160000253;160000451;M2030;4;;1;;;;;;5.02;;;4;1;;;0.02;5;5.02;
Q20;2019;160000253;160000451;M2050;2;5;;2;;;;;2.02;5.85;;6.34;0.84;;0.2;0.49;9;7.87;
Q20;2019;160000253;160000451;M2070;;;;2;;;;;;0.5;;0.5;;;;;2;0.5;
Q20;2019;160000253;160000451;M2080;2;;2;;;;;;3;;;2;;;0.4;0.6;4;3;
Q20;2019;160000253;160000451;M2100;2;3;;1;;;;;2.01;2.17;;3;;;;1.18;6;4.18;
Q20;2019;160000253;160000451;M2120;1;3;;1;;;;;1.88;2.16;;3;1.01;;;0.03;5;4.04;
Q20;2019;160000253;160000451;M3011;2;2;;3;;;;;1.82;3.41;;4.23;1;;;;7;5.23;
Q20;2019;160000253;160000451;M3012;1;1;;;;;;;1;1;;1;1;;;;2;2;
Q20;2019;160000253;160000451;M3030;;1;1;2;;;;;0.53;1.8;;0.8;;;1;0.53;4;2.33;
Q20;2019;160000253;160000451;M3040;1;1;;1;;;;;1;1.25;;2;;;;0.25;3;2.25;
Q20;2019;160000253;160000451;M3050;3;3;;3;;;;;3;4.4;;6.4;0.83;;;0.17;9;7.4;
Q20;2019;160000253;160000451;M3060;;;1;;;;;;0.58;;;;;;;0.58;1;0.58;
Q20;2019;160000253;160000451;M9999;87;59;18;31;;;;;91.68;68.1;;117.9;9.49;;4.42;27.97;195;159.78;
Q20;2019;160000261;160014411;M1320;1;1;;;;;;;1;1.8;;2.8;;;;;2;2.8;
Q20;2019;160000261;160014411;M3050;;1;;1;;;;;;0.7;;0.7;;;;;2;0.7;
Q20;2019;160000261;160014411;M9999;1;2;;1;;;;;1;2.5;;3.5;;;;;4;3.5;
Q20;2019;160000279;160000212;M1030;;;;;2;1;1;;;;;;;;;;;;4
Q20;2019;160000279;160000212;M1090;;;;;2;;;1;;;;;;;;;;;3
Q20;2019;160000279;160000212;M2020;;;;;1;;1;;;;;;;;;;;;2
Q20;2019;160000279;160000212;M2030;;;;;3;;;;;;;;;;;;;;3
Q20;2019;160000279;160000212;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2019;160000279;160000212;M2050;;;;;;;1;;;;;;;;;;;;1
Q20;2019;160000279;160000212;M2070;;;;;2;;;;;;;;;;;;;;2
Q20;2019;160000279;160000212;M2080;;;;;1;;;;;;;;;;;;;;1
Q20;2019;160000279;160000212;M2120;;;;;3;;;;;;;;;;;;;;3
Q20;2019;160000279;160000212;M3040;;;;1;;;;;0.08;;;;;;;;1;0.08;
Q20;2019;160000279;160000212;M3050;;;;1;;;;;;0.85;;;;;;;1;0.85;
Q20;2019;160000279;160000212;M9999;;;;2;14;1;4;1;0.08;0.85;;;;;;;2;0.93;20
Q20;2019;160000303;160006037;M1010;2;1;;;;;;;2;1;;3;;;;;3;3;
Q20;2019;160000303;160006037;M1040;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;160000303;160006037;M1140;;;1;;;;;;0.3;;;;;;0.3;;1;0.3;
Q20;2019;160000303;160006037;M1150;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;160000303;160006037;M1160;2;1;;;;;;;2;0.41;;2.41;;;;;3;2.41;
Q20;2019;160000303;160006037;M1180;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2019;160000303;160006037;M1320;3;1;1;;;;;;3.89;1;;2.4;;;1;1.49;5;4.89;
Q20;2019;160000303;160006037;M1340;5;2;1;;;;;;6.98;2;;7.98;;;1;;8;8.98;
Q20;2019;160000303;160006037;M3011;;;;1;;;;;;0.86;;0.86;;;;;1;0.86;
Q20;2019;160000303;160006037;M3050;;;;3;;;;;;1.9;;1.7;;;;0.2;3;1.9;
Q20;2019;160000303;160006037;M3060;;;;1;;;;;;0.4;;;;;;0.4;1;0.4;
Q20;2019;160000303;160006037;M9999;16;5;3;5;;;;;19.17;7.57;;22.35;;;2.3;2.09;29;26.74;
Q20;2019;160000311;160000485;M1010;;;;;;;;;0.1;0.16;;;;;;0.26;;0.26;
Q20;2019;160000311;160000485;M1040;;;;;;;;;0.5;;;;;;;0.5;;0.5;
Q20;2019;160000311;160000485;M1070;;;;1;;;;;;0.3;;;;;0.3;;1;0.3;
Q20;2019;160000311;160000485;M1090;;;1;;;;;;0.11;;;;;;;0.11;1;0.11;
Q20;2019;160000311;160000485;M1100;1;1;;;;;;;1;1;;1;;;;1;2;2;
Q20;2019;160000311;160000485;M1160;3;;;;;;;;3;;;2;;;;1;3;3;
Q20;2019;160000311;160000485;M1190;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2019;160000311;160000485;M1320;1;1;;1;;;;;1;1.77;;2.77;;;;;3;2.77;
Q20;2019;160000311;160000485;M1340;5;0;5;1;;;;;8.1;0.8;;8.1;;;;0.8;11;8.9;
Q20;2019;160000311;160000485;M2010;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2019;160000311;160000485;M2050;;;;1;;;;;;0.6;;0.6;;;;;1;0.6;
Q20;2019;160000311;160000485;M3050;;1;;;;;;;0.16;1;;1;;;;0.16;1;1.16;
Q20;2019;160000311;160000485;M9999;10;3;8;4;;;;;14.37;5.63;;15.47;;;0.7;3.83;25;20;
Q20;2019;160000337;160000493;M1010;2;;5;;;;;;3.84;;;1.34;;;1.5;1;7;3.84;
Q20;2019;160000337;160000493;M1030;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;160000337;160000493;M1160;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2019;160000337;160000493;M1190;;;1;;;;;;0.2;;;;;;;0.2;1;0.2;
Q20;2019;160000337;160000493;M2080;;;;;;;;;0.92;;;0.92;;;;;;0.92;
Q20;2019;160000337;160000493;M3012;;1;1;;;;;;1;;;1;;;;;2;1;
Q20;2019;160000337;160000493;M3070;;;1;;;;;;0.41;;;0.41;;;;;1;0.41;
Q20;2019;160000337;160000493;M9999;4;2;8;;;;;;8.37;1;;6.67;;;1.5;1.2;14;9.37;
Q20;2019;160000345;160000501;M1010;2;3;1;2;;;;;2.8;4.5;;6.5;;;;0.8;8;7.3;
Q20;2019;160000345;160000501;M3020;4;7;7;11;;;;;7.85;13.3;;15.15;0.5;;0.4;5.1;29;21.15;
Q20;2019;160000345;160000501;M3050;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2019;160000345;160000501;M3060;;;;1;;;;;0;0.4;;;;;;0.4;1;0.4;
Q20;2019;160000345;160000501;M9999;7;11;8;14;;;;;11.65;19.2;;23.65;0.5;;0.4;6.3;40;30.85;
Q20;2019;160000360;160000519;M1010;2;;1;;;;;;1.96;;;1.18;;;;0.78;3;1.96;
Q20;2019;160000360;160000519;M1200;;1;;;;;;;;0.15;;;;;;0.15;1;0.15;
Q20;2019;160000360;160000519;M3050;1;;;;;;;;0.6;;;;;;;0.6;1;0.6;
Q20;2019;160000360;160000519;M9999;3;1;1;;;;;;2.56;0.15;;1.18;;;;1.53;5;2.71;
Q20;2019;160002036;160009908;M1010;1;;1;1;;;;;1.2;0.8;;;;;;;3;2;
Q20;2019;160002036;160009908;M3050;;1;;;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;160002036;160009908;M9999;1;1;1;1;;;;;1.2;1.3;;;;;;;4;2.5;
Q20;2019;160006110;860000348;M1110;;;2;2;;;;;0.11;0.68;;;;;;;4;0.79;
Q20;2019;160006110;860000348;M3050;;;;;;;;;0.2;0.1;;;;;;;;0.3;
Q20;2019;160006110;860000348;M9999;;;2;2;;;;;0.31;0.78;;;;;;;4;1.09;
Q20;2019;160008231;160001038;M1010;;;;;;;1;;;;;;;;;;;;1
Q20;2019;160008231;160001038;M3020;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;160008231;160001038;M3050;;;;1;;;;;;0.62;;;;;;;1;0.62;
Q20;2019;160008231;160001038;M9999;;;;1;;;2;1;;0.62;;;;;;;1;0.62;3
Q20;2019;160009080;160001574;M1010;1;;;;;;;;1.3;;;;;;;;1;1.3;
Q20;2019;160009080;160001574;M1180;1;1;1;;;;;;1.75;1;;;;;;;3;2.75;
Q20;2019;160009080;160001574;M3050;;;;1;;;;;0.1;1.09;;;;;;;1;1.19;
Q20;2019;160009080;160001574;M9999;2;1;1;1;;;;;3.15;2.09;;;;;;;5;5.24;
Q20;2019;160012159;860000348;M1110;;;;;;;;;0.11;0.24;;;;;;;;0.35;
Q20;2019;160012159;860000348;M3050;;;;;;;;;0.15;0.05;;;;;;;;0.2;
Q20;2019;160012159;860000348;M9999;;;;;;;;;0.26;0.29;;;;;;;;0.55;
Q20;2019;160012209;160012191;M1010;1;;;;;;;;0.47;0.74;;;;;;;1;1.21;
Q20;2019;160012209;160012191;M3050;;;;1;;;;;;0.62;;;;;;;1;0.62;
Q20;2019;160012209;160012191;M9999;1;;;1;;;;;0.47;1.36;;;;;;;2;1.83;
Q20;2019;160013207;160001632;M1010;;;1;1;;;;;0.3;0.8;;;;;;;2;1.1;
Q20;2019;160013207;160001632;M1030;;;;;8;;;;;;;;;;;;;;8
Q20;2019;160013207;160001632;M1040;;;;;2;1;;;;;;;;;;;;;3
Q20;2019;160013207;160001632;M1070;;;;;;1;;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M1090;;;;;3;2;;;;;;;;;;;;;5
Q20;2019;160013207;160001632;M1120;;;;;1;;;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M1130;;;;;1;1;1;;;;;;;;;;;;3
Q20;2019;160013207;160001632;M1140;;;;;1;2;;;;;;;;;;;;;3
Q20;2019;160013207;160001632;M1150;;;;;1;;;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M1170;;;;;;;1;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M1320;;1;;;;;;;;0.58;;;;;;;1;0.58;
Q20;2019;160013207;160001632;M2020;;;;;5;;;;;;;;;;;;;;5
Q20;2019;160013207;160001632;M2030;;;;;4;;;;;;;;;;;;;;4
Q20;2019;160013207;160001632;M2040;;;;;1;;;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M2050;;;;;6;1;1;;;;;;;;;;;;8
Q20;2019;160013207;160001632;M2060;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;160013207;160001632;M2070;;;1;;2;;1;1;0.68;;;;;;;;1;0.68;4
Q20;2019;160013207;160001632;M2080;;;;;3;;1;;;;;;;;;;;;4
Q20;2019;160013207;160001632;M2100;;;;;4;;;;;;;;;;;;;;4
Q20;2019;160013207;160001632;M2110;;;1;;;;;;0.34;;;;;;;;1;0.34;
Q20;2019;160013207;160001632;M2120;;;;;3;1;;;;;;;;;;;;;4
Q20;2019;160013207;160001632;M2130;;;;;1;;;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M3040;;;;;;;1;;;;;;;;;;;;1
Q20;2019;160013207;160001632;M3050;1;1;;;;;;;0.25;1;;;;;;;2;1.25;
Q20;2019;160013207;160001632;M9999;1;2;3;1;47;10;6;1;1.57;2.38;;;;;;;7;3.95;64
Q20;2019;160015368;160014411;M1010;1;2;1;;;;;;1.73;2;;2;;0;;1.73;4;3.73;
Q20;2019;160015368;160014411;M1030;2;1;;;;;;;2.79;1.05;;3.79;;0;;0.05;3;3.84;
Q20;2019;160015368;160014411;M1040;2;;;;;;;;2.79;;;1;;0;1.1;0.69;2;2.79;
Q20;2019;160015368;160014411;M1050;;;;1;;;;;;0.04;;;;0;;0.04;1;0.04;
Q20;2019;160015368;160014411;M1070;;1;;2;;;;;;2.05;;;;0;;2.05;3;2.05;
Q20;2019;160015368;160014411;M1090;;;;1;;;;;;0.5;;0.5;;;;;1;0.5;
Q20;2019;160015368;160014411;M1130;;2;;;;;;;;2.17;;1.17;;0;;1;2;2.17;
Q20;2019;160015368;160014411;M1140;;1;1;1;;;;;;2.13;;1;;0;;1.13;3;2.13;
Q20;2019;160015368;160014411;M1150;2;1;;1;;;;;2;1.23;;3;;;0.23;;4;3.23;
Q20;2019;160015368;160014411;M1160;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2019;160015368;160014411;M1200;4;3;;1;;;;;4.67;2.29;;6.96;;;;;8;6.96;
Q20;2019;160015368;160014411;M1320;;3;;;;;;;;2.6;;1.6;;0;;1;3;2.6;
Q20;2019;160015368;160014411;M2030;;;;;;;;;0.75;;;;;;0.75;;;0.75;
Q20;2019;160015368;160014411;M2050;1;1;;;;;;;1.58;1.29;;2;;0;;0.87;2;2.87;
Q20;2019;160015368;160014411;M2070;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;160015368;160014411;M2120;;;;;;;;;0.7;;;;;;0.7;;;0.7;
Q20;2019;160015368;160014411;M3040;1;;;;;;;;1;;;;;0;;1;1;1;
Q20;2019;160015368;160014411;M3050;1;6;;;;;;;3.9;1.99;;2.21;3.68;;;;7;5.89;
Q20;2019;160015368;160014411;M3060;1;;;;;;;;0.17;;;;;0;;0.17;1;0.17;
Q20;2019;160015368;160014411;M9999;17;22;2;7;;;;;24.08;20.34;;28.23;3.68;0;2.78;9.73;48;44.42;
Q20;2019;160016374;860012913;M2070;;;;1;;;;;;0.1;;;;;;;1;0.1;
Q20;2019;160016374;860012913;M9999;;;;1;;;;;;0.1;;;;;;;1;0.1;
Q20;2019;170000038;170780050;M1010;1;3;;;;;;;1.38;2.6;;3;;;0.02;0.96;4;3.98;
Q20;2019;170000038;170780050;M1030;3;;;;;;;;3.06;;;1;;;;2.06;3;3.06;
Q20;2019;170000038;170780050;M1031;1;1;;;;;;;0.11;0.03;;;;;;0.14;2;0.14;
Q20;2019;170000038;170780050;M1040;2;;;;;;;;2.09;;;1;;;1.08;0.01;2;2.09;
Q20;2019;170000038;170780050;M1070;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;170000038;170780050;M1090;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2019;170000038;170780050;M1150;2;;;;;;;;1.16;0.07;;1;;;;0.23;2;1.23;
Q20;2019;170000038;170780050;M1160;;1;;1;;;;;0.53;1.5;;0.83;;;;1.2;2;2.03;
Q20;2019;170000038;170780050;M1320;4;1;1;1;;;;;3.5;2.22;;4.8;;;;0.92;7;5.72;
Q20;2019;170000038;170780050;M1340;6;2;;1;;;;;6.6;2.77;;6.85;;;;2.52;9;9.37;
Q20;2019;170000038;170780050;M2030;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2019;170000038;170780050;M2050;;1;;;;;;;;1;;;;;;1;1;1;
Q20;2019;170000038;170780050;M2070;;;;;;;2;;;;;;;;;;;;2
Q20;2019;170000038;170780050;M2080;1;;;;;;;;1;;;;;;;1;1;1;
Q20;2019;170000038;170780050;M2100;;;1;;;;;;0.37;;;;;;;0.37;1;0.37;
Q20;2019;170000038;170780050;M2110;;;1;;;;;;0.8;;;;;;0.8;;1;0.8;
Q20;2019;170000038;170780050;M2120;2;;;;;;;;2;;;1;;;;1;2;2;
Q20;2019;170000038;170780050;M3011;;;;;;;;;;0.75;;0.75;;;;;;0.75;
Q20;2019;170000038;170780050;M3012;1;1;;;;;;;1;0.75;;1;0.75;;;;2;1.75;
Q20;2019;170000038;170780050;M3050;;2;;;;;;;;2.12;;1.75;0.37;;;;2;2.12;
Q20;2019;170000038;170780050;M9999;25;15;3;3;;;2;;25.6;16.81;;27.98;1.12;;1.9;11.41;46;42.41;2
Q20;2019;170000061;170024194;M1200;;1;2;;;;;;0.9;1;;1.5;;;0.4;;3;1.9;
Q20;2019;170000061;170024194;M9999;;1;2;;;;;;0.9;1;;1.5;;;0.4;;3;1.9;
Q20;2019;170000079;170780142;M1010;;;2;;14;4;;;0.5;;;;;;;0.5;2;0.5;18
Q20;2019;170000079;170780142;M3050;;;;1;;;;;;0.6;;;;;;0.6;1;0.6;
Q20;2019;170000079;170780142;M3060;;;;1;;;;;;0.1;;;;;;0.1;1;0.1;
Q20;2019;170000079;170780142;M9999;;;2;2;14;4;;;0.5;0.7;;;;;;1.2;4;1.2;18
Q20;2019;170000087;170024194;M1010;7;9;1;4;;;;;7.5;12.1;;13.6;;;;6;21;19.6;
Q20;2019;170000087;170024194;M1020;1;2;;;;;;;1;2;;3;;;;;3;3;
Q20;2019;170000087;170024194;M1030;9;7;;2;;;;;9;8.6;;10.6;4;;;3;18;17.6;
Q20;2019;170000087;170024194;M1031;6;2;2;;;;;;6.9;2;;6.9;1;;;1;10;8.9;
Q20;2019;170000087;170024194;M1040;9;5;4;5;;;;;9.28;5.35;;8;5;;0.63;1;23;14.63;
Q20;2019;170000087;170024194;M1050;1;;;3;;;;;1;1.7;;2.6;;;0.1;;4;2.7;
Q20;2019;170000087;170024194;M1070;2;3;3;2;;;;;2.3;3.6;;3.5;1;;0.4;1;10;5.9;
Q20;2019;170000087;170024194;M1090;1;2;1;2;;;;;1.2;2.8;;2.6;;;0.4;1;6;4;
Q20;2019;170000087;170024194;M1100;1;2;;;;;;;1;2;;3;;;;;3;3;
Q20;2019;170000087;170024194;M1110;3;1;;2;;;;;3;2;;4.9;;;0.1;;6;5;
Q20;2019;170000087;170024194;M1120;2;8;3;5;;;;;2.9;9.3;;6.6;3;;1.6;1;18;12.2;
Q20;2019;170000087;170024194;M1130;1;4;2;2;;;;;1.2;4.2;;3;1;;0.4;1;9;5.4;
Q20;2019;170000087;170024194;M1140;1;5;1;6;;;;;1.1;8.9;;6.4;2;;0.2;1.4;13;10;
Q20;2019;170000087;170024194;M1150;3;2;1;2;;;;;3.2;2.5;;5;;;0.7;;8;5.7;
Q20;2019;170000087;170024194;M1160;5;2;;1;;;;;5;2.8;;6;1;;;0.8;8;7.8;
Q20;2019;170000087;170024194;M1190;1;3;;2;;;;;1;3.1;;3;1;;0.1;;6;4.1;
Q20;2019;170000087;170024194;M1320;3;7;;2;;;;;3;7;;7.5;;;;2.5;12;10;
Q20;2019;170000087;170024194;M1340;15;9;10;9;;;;;21.9;14.7;;19.3;;;;17.3;43;36.6;
Q20;2019;170000087;170024194;M2020;;;2;2;;;;;0.8;0.9;;0.9;;;;0.8;4;1.7;
Q20;2019;170000087;170024194;M2030;7;;1;;;;;;7.1;;;7;;;0.1;;8;7.1;
Q20;2019;170000087;170024194;M2050;3;5;1;3;;;;;3.1;6.1;;4.8;1;;0.4;3;12;9.2;
Q20;2019;170000087;170024194;M2070;3;1;1;;;;;;3.3;1;;2;2;;0.3;;5;4.3;
Q20;2019;170000087;170024194;M2080;4;1;;;;;;;4;1;;4;1;;;;5;5;
Q20;2019;170000087;170024194;M2100;3;;;;;;;;3;;;3;;;;;3;3;
Q20;2019;170000087;170024194;M2120;2;2;1;;;;;;2.1;2;;3;;;0.1;1;5;4.1;
