BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2019;590804712;590003281;0;1;0;14717;;13606;0;;;;;;;;;;;;;;;2;0;;1111;13606;;0;;636;;1;2;6;2;6;;1;;1;;1;1.5;2;6.8;2;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590811279;590780193;1;1;1;18927;0;14792;36089;0;1;;;;15802;0;1108;14079;0;2092;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;10;14;;;454;5421;792;232;0;1;0;1;3201;1188;0;0;4;2;;1;2.1;1.61;8;10;0;0;2;8;4;0;0;4;14.78;11.51;0;0;4.14
CANCERO;2019;590813176;590005278;0;0;0;51;0;32;262;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590813382;590000386;0;0;0;207;0;23;1102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590813507;590000485;0;0;0;345;0;167;826;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590815056;590005492;1;0;1;5417;0;5100;2643;0;1;;;;5181;0;1;5077;0;545;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;13;;;466;5082;0;0;0;0;0;0;4227;0;0;0;4;1;;;4;1;10;4;;;;2;1;;;;11.5;4.2;;;
CANCERO;2019;590816310;590000048;0;0;0;638;0;223;2068;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590817458;590053955;1;0;1;2907;0;2593;1394;0;1;;;;2394;0;0;2390;0;267;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2301;0;0;0;0;0;0;0;0;0;0;;;5;;;;1;;;;;1;;1;;;1.8;;0.1;;
CANCERO;2019;600000053;600101984;1;0;1;1014;0;878;353;0;1;;;;772;0;0;770;0;117;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;871;0;0;0;0;0;0;0;0;0;0;;;3;;0.9;;;;;;;5;1;;;2;3.1;1.26;;;1.3
CANCERO;2019;600000194;600100713;1;1;1;18452;58;17707;7932;66;1;;;;6848;58;132;6590;66;762;17;0;0;2;;;473;10550;69;0;0;462;0;2;1;9;0;5;0;1;2;1;0;1;2.71;2.7;7.86;0;4.37;20;20;;;682;7711;0;0;0;1;0;0;5976;0;0;0;0;1;3;2;2.1;1.48;16;14;1;0;10;8;1;1;0;2;20.53;14.84;1.2;0;10.47
CANCERO;2019;600000285;600100721;1;0;1;104;0;104;0;0;0;;;;29;0;0;29;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2019;600000467;600101984;1;0;1;4987;0;4617;3246;0;1;;;;4771;0;96;4590;0;576;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;13;;;684;7401;0;0;0;0;0;0;7139;0;0;0;2;;12;;7.79;;11;11;;;7;11;7;1;1;4;19.43;16.05;0.8;0.8;10.17
CANCERO;2019;600002158;600014005;0;1;0;14160;;13338;0;;;;;;;;;;;;;;;2;0;0;822;13338;0;0;0;607;0;2;2;7;1;5;0;2;0;0;0;2;1.6;1.95;6.45;1;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;600012330;600014005;0;1;0;17069;0;16147;0;0;;;;;;;;;;;;;;2;0;0;922;16147;0;0;0;712;0;0;2;7;1;6;0;4;0;2;0;2;2;2;7.9;1;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;600100168;600106629;1;0;0;1623;0;1419;1192;0;1;;;;1352;0;4;1342;0;165;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;600100754;600000228;1;0;1;5034;0;4309;5512;0;1;;;;4221;0;102;4024;0;458;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;4023;0;0;0;0;0;0;0;0;0;0;2;1;;;2;1;53;41;;;1;5;3;1;;;14.21;9.17;0.3;;0.03
CANCERO;2019;600110175;600001234;0;0;0;282;0;92;1228;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;600113476;600100721;1;0;1;5765;0;4839;6539;0;1;;;;5280;0;424;4705;0;639;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;8;;;819;5229;0;0;0;0;0;0;6655;0;0;0;2;3;0;0;2;3;12;12;0;0;1;4;3;1;0;1;11.79;11.04;0.5;0;1.86
CANCERO;2019;610000051;610780082;1;0;1;1648;0;1322;2993;0;1;;;;1342;0;31;1280;0;149;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;12;;;76;1395;0;0;0;1;0;0;128;0;0;0;;;;;;;7;4;;;2;7;1;;;12;8.5;3.94;;;3.9
CANCERO;2019;610000069;610780090;1;0;0;1499;0;1374;1246;0;0;140000639;140000100;;1405;0;22;1349;0;164;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;610000119;610780165;1;0;0;2353;0;2135;2653;0;1;;;;2113;0;8;2058;0;270;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;610004269;610787038;1;0;0;0;5;0;0;5;0;140000035;610000069;;0;5;0;0;5;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;610006421;610006413;0;0;0;176;0;96;226;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620000034;620100057;1;0;1;6110;0;5567;3864;0;1;;;;5650;0;141;5422;0;533;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;15;;;151;3336;0;0;0;0;0;0;1181;0;0;0;1;;2;;1.76;;18;18;3;;1;1;;2;;1;16.57;12.61;1.75;;2.11
CANCERO;2019;620000224;620100651;1;0;1;3073;0;2931;1835;0;1;;;;2946;0;0;2912;0;361;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;2909;;;;;;;;;;;;;;7;;3.15;4;1;;;;1;;1;1;4;4.8;1;0.5;0.4;1.71
CANCERO;2019;620000257;620100685;0;0;1;11641;0;11075;6408;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;4255;0;0;0;0;0;0;0;0;0;0;;;3;;1.39;;5;1;;;;2;;1;;;6.23;1.05;0.45;;
CANCERO;2019;620000323;620101337;1;0;1;3348;0;3124;1550;0;1;;;;2952;0;0;2936;0;307;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2832;0;0;0;0;0;0;0;0;0;0;1;;6;;2.03;;2;;;;1;2;;;;;3.05;;;;1
CANCERO;2019;620000349;620101360;1;0;1;2771;0;2646;1317;0;1;;;;2581;0;2;2552;0;291;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;0;0;296;2719;0;0;0;0;0;0;2463;0;0;0;2;1;2;1;2.43;1.23;9;8;1;;2;7;;;;;12.45;6.68;0.5;;1.99
CANCERO;2019;620000653;620103440;1;0;1;10344;0;8996;8189;0;1;;;;9393;0;515;8696;0;949;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;793;0;0;0;0;0;0;0;5174;0;0;0;2;3;1;1;3.13;3.4;;;;;;;;;;;;;;;
CANCERO;2019;620003202;620103432;1;0;1;1743;0;1558;1265;0;1;;;;1507;0;1;1496;0;202;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1451;0;0;0;0;0;0;0;0;0;0;;;1;;0.11;;5;1;;;;3;2;;;1;6.78;2.1;;;0.4
CANCERO;2019;620003376;620001834;0;0;0;734;0;163;3510;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620006049;620000331;1;0;0;234;0;113;869;0;0;620000653;;;112;0;0;111;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620009738;620004515;0;1;0;19964;;19964;;;;;;;;;;;;;;;;2;0;;;19964;;;;1013;;5;3;11;1;8;;;;;1;3;5;3;11;1.5;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620013649;620013599;1;0;0;0;76;0;0;108;1;;;;0;76;0;0;108;0;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620025346;620001834;0;0;0;180;0;23;1414;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620026690;620027839;0;1;0;32916;0;31424;0;0;;;;;;;;;;;;;;4;0;0;1492;31424;0;0;0;1496;0;2;3;13;2;10;0;3;1;2;0;3;3.5;3.8;14.65;2;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620033779;620026898;1;1;1;19916;;19350;6408;;1;;;;7599;;110;7302;;852;;13;;1;1;;140;11947;14;0;0;168;0;1;1;2;;;0;4;1;3;1;2;2.53;1.6;4.15;0.7;0.55;;12;;;;4255;;;;;;;;;;;;;3;;1.39;;5;1;0;0;0;2;0;1;0;0;6.23;1.05;0.45;0;0
CANCERO;2019;620033860;620004515;0;1;0;22168;;22168;;;;;;;;;;;;;;;;3;;;;22168;;;;889;;2;3;12;1;8;;2;;1;1;3;3.3;3;12.6;1.5;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620100099;620014779;1;0;1;8936;0;7784;7049;0;1;;;;7651;0;239;7352;0;851;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;32;;;1152;7612;0;0;0;0;0;0;6152;0;0;0;5;;;4;5;1.5;7;;;;;1;;1;1;2;7.5;;0.6;0.25;0.75
CANCERO;2019;620100487;620000125;0;0;0;102;0;42;458;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620100735;620000265;1;0;1;3455;0;3089;2084;0;1;;;;2982;0;1;2996;0;307;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;2984;0;0;0;0;0;0;0;0;0;0;;;2;;;;;;;;;3;;1;1;;1.1;;0.1;0.1;
CANCERO;2019;620100750;620000273;1;0;1;3453;0;3163;2774;0;1;;;;2438;0;5;3130;0;355;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1981;0;0;0;0;0;0;0;0;0;0;;;5;;0.6;;3;;;;;;;;;;2.47;;;;
CANCERO;2019;620101311;620027763;1;0;1;2110;0;1799;1472;0;1;;;;1804;0;0;1756;0;214;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;0;0;1655;0;0;0;0;0;0;0;0;0;0;;2;5;;0.77;2;;;;;;2;0;1;1;1;1.6;0;0.21;0.2;0.1
CANCERO;2019;620101501;620000364;1;0;0;396;0;101;2579;0;0;620100099;;;61;0;0;61;0;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620105981;620000968;1;0;0;0;110;0;0;161;0;620000257;;;0;122;0;0;129;0;31;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620106088;620000976;0;0;0;51;0;51;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;620118513;620002915;1;0;1;5088;0;4517;3968;0;1;;;;4632;0;0;4489;0;520;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;4486;0;0;0;2;0;0;0;0;0;0;;1;6;;3;1;2;;;;1;2;;;;;2.97;;;;0.33
CANCERO;2019;630000404;630780989;1;0;1;7508;0;6584;8692;0;1;;;;6710;0;0;6521;0;647;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;7275;;;;;;;;;;;0;6;;;;2.18;8;4;;;;6;1;;;2;12.32;4.8;;;1.21
CANCERO;2019;630000412;630780997;1;0;1;644;0;612;346;0;0;630000404;630000479;;644;0;16;611;0;55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;832;0;0;0;0;0;0;0;0;0;0;;;1;;0.6;;1;;;;;2;1;;;1;1.7;0.5;;;0.8
CANCERO;2019;630000438;630781011;1;0;0;798;0;762;760;0;0;630000404;630781268;;793;0;2;760;0;82;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;630000446;630781029;1;0;0;546;0;499;495;0;0;630000404;630781110;;503;0;0;496;0;63;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;630000479;630781110;1;1;1;54290;0;51650;17213;0;1;;;;15468;0;580;13684;0;1822;0;1;0;4;0;7;2140;34276;364;198;288;2019;319;9;8;29;;12;1;1;0;5;;1;9.94;8.84;31.1;0;12.18;52;38;47;7;1500;15533;3296;1602;0;0;0;0;13809;12064;0;0;7;3;5;5;9.95;3.85;87;39;0;2;58;17;4;5;0;8;91.91;37.67;2.93;2.1;58.9
CANCERO;2019;630009546;630011831;0;1;0;18819;0;17868;0;;;;;;;;;;;;;;;2;0;0;951;17868;0;0;0;875;0;3;1;8;1;6;0;0;2;2;0;0;3;2.55;9.49;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;630010296;630001188;1;0;0;0;421;0;0;429;0;630000404;;;0;421;0;0;429;0;58;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;630780211;630000107;1;0;1;11627;0;10520;6784;0;1;;;;10228;0;13;10125;0;928;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;0;10141;0;0;0;0;0;0;0;0;0;0;4;;;;4;;6;;;;5;;;2;1;;6;;0.4;0.2;5
CANCERO;2019;630780369;630000164;0;0;0;332;0;237;624;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;630781268;630780989;1;0;1;14446;0;12046;27254;0;1;;;;11425;0;586;10037;0;1391;0;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;55;40;;;164;6595;0;0;0;2934;0;0;288;0;0;0;;14;;4;;11.71;57;39;;;20;42;3;2;;6;82.27;46.6;0.97;;14.99
CANCERO;2019;630781839;630000826;1;0;1;1204;0;421;3544;0;1;;;;244;0;0;241;0;45;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;178;0;0;0;0;0;0;0;0;0;0;;;1;;0.2;;4;;;;1;2;;;1;;1;;;0.2;0.1
CANCERO;2019;630783538;630780989;1;0;0;2;;;9;;0;630000404;630781268;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640000162;640780417;1;0;1;15883;0;13966;14436;0;1;;;;14790;0;585;13711;0;1520;0;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;33;;;634;15937;0;0;0;0;0;0;4513;0;0;0;4;;11;2;5.5;0.26;19;13;;;5;7;4;;;2;21.2;14.27;;;6.35
CANCERO;2019;640000402;640780813;1;0;0;357;8;317;533;11;0;640000600;;;357;8;17;317;11;55;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640000410;640780821;1;0;0;796;0;720;661;0;1;;;;721;0;18;690;0;74;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640000600;640781290;1;0;1;9110;58;7956;9133;58;1;;;;8166;58;282;7575;58;886;9;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;15;;;505;128;0;0;0;1;0;0;4069;0;0;0;3;2;5;2;3.58;2.16;6;8;0;0;3;5;1;4;3;4;9.39;7.42;2.1;0.4;3.87
CANCERO;2019;640005393;650789068;0;1;0;29964;;28703;;;;;;;;;;;;;;;;3;0;0;1261;28703;0;;;1143;0;3;3;9;3;;0;;1;3;;;3;3.17;11.1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640017646;640017638;1;0;0;219;0;211;59;0;0;640000162;;;205;0;0;202;0;32;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640018206;640012209;1;0;1;8370;0;6904;8915;0;1;;;;6467;0;95;6279;0;731;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;6173;0;0;0;0;0;0;0;0;0;0;3;;5;7;4.2;2;16;12;0;1;;7;3;3;2;3;23.57;14.81;0.5;0.5;2.7
CANCERO;2019;640019220;640000451;1;0;0;431;0;118;1556;0;1;;;;81;0;0;80;0;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640780490;640000212;1;0;1;1029;0;875;938;0;1;;;;779;0;37;720;0;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;777;0;0;0;0;0;0;0;0;0;0;;;;3;;0.5;1;;;;1;;;;;;0.93;;;;1
CANCERO;2019;640780748;640000360;1;0;1;2415;0;2240;835;0;1;;;;2155;0;36;2101;0;220;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;2107;0;0;0;0;0;0;0;0;0;0;;5;2;3;0.5;0.25;4;;;;;2;;;1;;2.24;;;0.3;
CANCERO;2019;640780938;640000451;1;0;1;7877;;7392;6074;;1;;;;7563;;73;7331;;893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;20;;;381;7370;;;;;;;4317;;;;3;;;;3;;3;1;;;;3;;;;;5;0.7;;;
CANCERO;2019;640780946;640000469;1;0;0;1152;0;376;4441;0;0;640780938;;;88;0;0;88;0;14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640780987;640000493;0;0;0;145;0;123;198;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;640787172;640001715;0;1;0;33946;;33946;;;;;;;;;;;;;;;;3;0;;0;33946;;;;1600;;4;5;12;4;3;;;;6;;;4;5;17.3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;650000045;650780158;1;0;0;657;0;602;758;0;1;;;;612;0;3;595;0;88;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;650000417;650783160;1;0;0;3558;0;3196;4134;0;1;;;;3197;0;59;3068;0;345;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;650002579;650000243;0;0;0;917;0;354;2741;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;650004799;650003148;1;0;0;29;48;0;457;67;0;650783160;;;0;48;0;0;67;0;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;650780679;650000243;1;0;1;7308;0;6744;4711;0;1;;;;6862;0;52;6689;0;860;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;617;6743;;0;0;0;0;0;5459;;0;0;7;;;;7;;8;6;;;;2;1;;;;9;6.5;;;
CANCERO;2019;650789308;650789068;0;1;0;24487;;23137;;;;;;;;;;;;;;;;2;;2;1350;23046;316;91;0;1170;36;3;3;9;2;2;0;;;4;;;3;3;11.46;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;660000084;660780180;1;0;1;12948;54;11066;14047;54;1;;;;11865;54;682;11085;54;1260;9;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;12;0;0;939;5467;0;0;0;0;0;0;5101;0;0;0;4;;;;5.21;;29;21;;;7;5;1;;;;33.77;18.67;;0.46;8.23
CANCERO;2019;660006305;660006297;0;0;0;230;0;93;1315;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;660007246;660007238;0;1;0;38258;;36119;0;;;;;;;;;;;;;;;3;0;0;2139;36119;1410;0;0;1778;0;4;0;14;3;8;0;1;4;0;0;4;4.75;3.4;14;3;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;660780784;660000407;1;0;1;12216;0;10936;10208;0;1;;;;10608;0;385;10520;0;1419;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;32;15;;;1165;10144;0;0;0;25;0;0;10643;0;0;0;6;12;;;6;12;24;12;;;4;5;4;1;2;;27;14.6;0.4;1.3;4
CANCERO;2019;660790387;660790379;0;0;0;1392;0;389;5115;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;670000025;670780055;1;0;1;17475;0;15646;12197;0;1;;;;15963;0;246;15480;0;1911;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;0;13052;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.8;0;9;1;0;0;9;14;10;5;0;5;14.79;1.68;1.51;0;15.85
CANCERO;2019;670000033;670780063;1;1;1;51903;0;50314;7183;0;1;;;;12993;0;870;11726;0;2243;0;0;0;;;;2507;35308;577;348;195;2011;305;8;5;30;5;20;22;5;2;8;;1;10.17;6.23;32.48;5;20.97;;;;;2223;14053;296;826;2;11;0;0;12953;437;4;0;;0;0;0;6.73;7.88;0;0;0;0;0;0;0;0;;0;64.78;38.98;2.25;2;55.8
CANCERO;2019;670000157;670780337;1;0;1;3884;0;3343;4004;0;1;;;;3473;0;124;3249;0;349;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;3808;0;0;0;0;0;0;0;0;0;0;2;;1;18;2.31;4.77;0;;0;;2;12;;2;;2;8.99;;0.91;;4.47
CANCERO;2019;670000165;670780345;1;0;0;1732;0;1469;1439;0;1;670000033;670000025;;1612;0;142;1431;0;196;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;670000397;670017755;1;0;1;1263;0;1162;1834;0;1;;;;1146;0;5;1109;0;112;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1719;0;0;0;0;0;0;0;0;0;0;;;;1;;0.55;;;;;;;;;;;;;;;
CANCERO;2019;670014612;670013622;0;1;0;35981;;34416;0;;;;;;;;;;;;;;;3;0;0;1565;34416;;0;0;1565;;2;3;15;2;10;;3;0;4;0;2;3.8;3;17.65;2;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;670018068;670017847;0;0;0;1621;0;365;8102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;670780113;670780055;0;0;0;163;0;69;340;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;670780170;670000116;1;0;1;8793;0;8038;6181;0;1;;;;8100;0;136;7849;0;721;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;32;;;423;8112;0;0;0;0;0;0;4850;0;0;0;2;;3;;3.5;;20;8;;;;4;1;2;1;;23.07;9.45;1;0.05;
CANCERO;2019;670780188;670014604;0;0;0;460;0;142;3037;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
