BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2019;220019616;220019608;1;0;0;0;14;0;0;20;1;;;;14;14;0;20;20;12;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;220020341;350000626;1;0;0;6;6;0;7;7;1;;;;0;6;0;0;7;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;220020697;220020895;0;1;0;34651;;34651;0;;;;;;;;;;;;;;;4;0;1;0;34552;0;99;0;1453;36;5;4;19;4;12;0;0;0;2;0;2;5;4;20;4;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;220022800;220000673;1;0;1;12329;0;10851;9541;0;1;;;;10581;0;227;10211;0;1173;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;36;20;0;0;722;10158;0;0;0;0;0;0;4402;0;0;0;4;0;0;0;4;0;21;10;1;1;0;2;2;0;0;0;23.35;12.09;0.6;0.5;0
CANCERO;2019;230000820;230780041;1;1;1;4527;0;4359;1777;0;1;;;;636;0;2;618;0;90;0;0;0;1;0;;175;3527;13;0;0;178;0;2;;5;;4;0;;;;;1;0.64;;4.49;;1.75;10;5;;;202;626;0;0;0;0;0;0;2647;0;0;0;;;2;;0.37;;9;6;;;13;;;1;;1;8.81;5.58;0.5;;3.79
CANCERO;2019;230780082;750005068;1;0;1;2392;0;2330;666;0;1;;;;2389;0;3;2324;0;250;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2323;0;0;0;0;0;0;0;0;0;0;2;;3;;3.18;;10;;1;;;;;;;;10;;0.2;;
CANCERO;2019;230780157;230000861;0;0;0;97;0;56;212;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;240000190;240000596;1;0;1;7540;0;6784;4005;0;1;;;;6538;0;20;6447;0;783;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;6476;0;0;0;0;0;0;0;0;0;0;2;;;;2;;5;;;1;;2;;1;;1;6.4;;0.5;1;0.2
CANCERO;2019;240000208;240000612;0;0;0;219;0;52;992;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;240000372;240000059;1;0;1;659;0;569;1045;0;0;240000117;;;550;0;3;541;0;55;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;510;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.04;0.09;0;0;0;0;0;1;3;1;0;1;0.48;0.36;0.12;0;0.1
CANCERO;2019;240000489;240000117;1;0;1;5670;297;4925;6129;300;1;;;;5033;297;165;4698;300;563;35;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;5598;;;;0;;;;;;;3;1;;;1.56;0.5;5;2;;;2;3;;2;;2;6.27;2.38;0.35;;3.83
CANCERO;2019;240000687;240000448;1;0;0;29;5;28;27;17;0;240000489;;;1;5;0;0;17;1;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;250000270;250000643;0;0;0;827;0;295;2305;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;250000700;250000452;1;0;1;2428;0;2227;1593;0;1;;;;2198;0;11;2130;0;224;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;663;0;0;0;0;0;0;0;0;0;0;;;1;;0.1;;1;;;;2;3;;;;3;1.91;;;;1.93
CANCERO;2019;250004009;900000365;1;1;1;34517;0;34018;2926;0;1;;;;9632;0;360;9213;0;1220;0;0;0;4;;1;1395;23095;156;0;8;1270;8;1;5;10;4;4;0;0;;6;;3;1;5;14.74;4;4.8;24;25;;;828;9544;0;0;0;0;0;0;6005;0;0;0;1;0;0;2;0.67;0.4;10;6;1;;4;5;;;;5;13.37;6.29;1;;7.37
CANCERO;2019;250006954;250000015;1;1;1;57564;0;54286;28789;0;1;;;;23742;0;1001;22099;0;2826;0;59;0;4;0;4;1256;30095;8;136;138;1457;169;0;4;18;2;8;0;9;0;11;2;13;2.2;3.8;25.95;3.84;16.39;18;48;0;0;1005;24713;0;0;228;119;0;0;3503;0;780;0;0;0;16;13;2.39;2.27;23;19;1;0;17;60;29;2;0;27;59.2;36.27;0.9;0;30.95
CANCERO;2019;250011848;250017803;1;0;1;1797;0;1357;2071;0;0;250000015;;;1187;0;3;1184;0;148;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;1190;0;0;0;0;0;0;0;0;0;0;3;;;;0.6;;1;1;;;3;2;1;1;;1;0.75;0.5;0.3;;1.5
CANCERO;2019;250016045;250017803;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;260000013;260000021;1;0;1;10271;0;8799;9884;0;1;;;;9231;0;563;8465;0;1034;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;15;;;917;8076;0;0;0;0;0;0;6882;0;0;0;13;;2;6;13.04;2.73;;;;;5;;;;;7;;;;;8.25
CANCERO;2019;260000120;260016910;1;0;1;3261;0;2830;2217;0;1;;;;3004;0;201;2701;0;350;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;18;;;358;2981;0;0;0;0;0;0;707;0;0;0;2;1;;;1.16;0.5;3;2;1;;5;6;2;;;;8.72;3.01;0.8;;6.56
CANCERO;2019;260000138;260000047;1;1;1;22819;9;22113;5677;11;1;;;;5560;9;224;5172;11;605;2;0;0;2;0;0;727;16049;116;0;0;713;0;1;2;3;2;1;1;1;0;7;0;0;1.5;2.19;7.87;2;1.04;20;12;0;0;682;5256;0;0;0;0;0;0;6515;0;0;0;3;1;0;0;3;1;21;13;1;0;0;7;5;0;0;0;19.06;16.69;0.49;0;0.01
CANCERO;2019;260000146;260000054;1;0;0;174;236;161;249;264;0;260000013;;;162;236;4;150;264;18;48;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;260000260;260000377;0;0;0;391;0;128;1317;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;260000286;260000104;1;0;0;8;0;7;3;0;0;260000013;;;8;0;0;7;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;260003017;260000781;0;0;0;257;0;85;958;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;260003157;070001649;0;1;0;39118;0;37333;0;0;;;;;;;;;;;;;;3;0;0;1785;37333;0;0;0;1785;0;5;3;14;2;6;0;0;0;2;0;2;5;3;15.5;2;7.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;260006267;070000245;1;0;0;5528;0;5238;2291;0;1;;;;5511;0;204;5184;0;622;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;270000326;270000680;1;0;1;8300;0;7703;3302;0;1;;;;7669;0;137;7473;0;559;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;7623;0;0;0;7;0;0;0;0;0;0;2;;;1;2;0.5;5;1;;;2;;;1;;;5.29;1;0.5;;2.43
CANCERO;2019;270000359;270023724;1;0;1;4727;0;3848;4519;0;1;;;;4422;0;587;3735;0;538;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;1100;;;;0;;;;4689;;0;;1;;3;;2.8;;8;9;;;2;7;4;1;;3;12.95;10.92;0.5;;4.37
CANCERO;2019;270000458;270023724;1;0;0;1272;0;1144;1110;0;0;;;;1168;0;0;1134;0;121;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;270021439;270002652;0;1;0;22043;;21152;;;;;;;;;;;;;;;;2;0;0;891;21152;0;0;0;818;0;1;2;9;1;4;0;2;0;1;0;0;2;2;9.8;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;270029416;270000102;1;0;0;0;35;0;0;43;0;270000102;;;0;35;0;0;43;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;280000084;280000183;1;0;1;3153;0;2318;4501;0;1;;;;2782;0;428;2300;0;338;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11;;;713;2409;0;0;1;1;0;0;3007;0;1;0;;1;1;;0.1;1;14;14;1;;4;2;;;;;7.04;5.57;1;;2.04
CANCERO;2019;280000662;280500075;1;0;1;662;0;649;113;0;1;;;;636;0;8;623;0;74;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;970;0;0;0;0;0;0;0;0;0;0;;;;;;;1;1;;;;1;;;;;1.03;1;;;
CANCERO;2019;280001678;370001638;1;0;0;0;221;0;0;237;0;280000134;920120011;780000329;0;221;0;0;237;0;35;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;280007295;720002294;0;1;0;22283;;21337;0;;;;;;;;;;;;;;;2;0;;946;21337;;;;881;;1;1;10;2;;0;2;1;3;2;1;2.5;1.9;11.51;3;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;280504267;280000134;1;1;1;9368;0;8498;8194;0;1;;;;8719;0;241;8250;0;966;0;15;0;;;;0;0;6;0;0;4;0;;;;;;0;;;;;;;;;;;20;24;;;888;9216;0;0;0;1;0;0;5855;0;0;0;2;;1;;1.1;;14;12;;;8;4;;1;;3;17.89;10.67;1;;10.51
CANCERO;2019;280505777;280001199;1;0;1;2766;0;2132;3495;0;1;;;;2124;0;89;1977;0;230;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;7;;;364;2156;0;0;0;0;0;0;4103;0;0;0;1;;1;;1.1;;7;4;;;;2;2;2;1;;9.87;7.25;0.8;0.25;
CANCERO;2019;290000025;290020700;1;1;1;33406;0;32006;11676;0;1;;;;10634;0;361;10001;0;1233;0;6;0;3;0;0;919;20903;116;0;0;963;0;3;3;21;;7;0;2;1;5;;7;3.9;3.77;20.12;;15.01;16;25;;;494;11036;0;0;0;0;0;0;4697;0;0;0;;;5;12;1.2;3.6;31;12;;;4;4;6;1;1;4;27.69;15.38;0.5;0.82;4.69
CANCERO;2019;290000033;290021542;1;0;1;4956;0;4536;4889;0;1;;;;4574;0;90;4367;0;459;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;13;;;350;4457;0;0;0;0;0;0;2926;0;0;0;1;4;;;0.85;1.35;;1;;;1;6;2;;;2;5.66;3.22;;;2.29
CANCERO;2019;290000058;290000017;1;1;1;43981;0;41243;14359;0;1;;;;18169;0;1849;15678;0;2026;0;56;0;3;0;0;1200;23645;1453;228;176;1308;235;6;;;;;1;2;;;;;4.15;;;;;44;40;;;2539;17495;0;0;6;27;0;0;11897;0;35;0;8;6;0;0;5.4;3.5;19;15;1;;30;50;26;1;;13;65.75;41.56;1.37;;41.48
CANCERO;2019;290000066;290020700;1;1;0;498;0;485;273;0;1;;;;493;0;0;485;0;58;0;0;0;;;;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290000140;290000447;1;0;1;8363;0;7705;3141;0;1;;;;7757;0;344;7338;0;835;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;7605;;;;;;;;;;;3;0;;0;2.28;0;7;1;0;0;0;1;0;0;0;0;6.58;0.7;0;0;0
CANCERO;2019;290000173;290000041;1;0;0;1000;0;907;386;0;0;290000017;;;817;0;39;771;0;92;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290000181;290000074;1;0;0;1795;0;1746;461;0;0;290020700;;;1790;0;18;1743;0;137;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290000207;290000520;1;0;1;3743;0;3300;2386;0;0;290000140;;;3395;0;117;3194;0;411;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;19;8;;;326;3186;0;0;0;0;0;0;3445;0;0;0;1;;1;;1.5;;1;3;;;;27;19;2;;;15.31;11.23;0.92;;
CANCERO;2019;290000215;290029974;0;0;0;895;0;405;2305;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290000728;750821092;0;0;0;47;0;14;307;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290000785;220020739;1;0;1;696;261;684;198;269;0;290020700;;;695;261;1;684;269;87;47;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;683;0;0;0;0;0;0;0;0;0;0;;1;;;;1;2;1;;;;2;;;;;3;1;;;
CANCERO;2019;290004142;290022508;0;0;0;454;0;149;1375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290004324;290000017;0;0;0;1382;0;78;11386;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290019777;290022508;1;0;0;1094;0;395;4423;0;0;290000140;;;102;0;0;99;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290023431;290001049;1;0;0;1197;0;983;935;0;0;290000140;;;673;0;7;657;0;77;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290023498;950030247;0;1;0;20208;0;19220;0;0;;;;;;;;;;;;;;2;0;0;988;19220;800;0;0;805;0;3;2;6;1;1;0;;;1;1;;3;2;6.5;1.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;290032838;350000626;1;0;0;19;19;0;19;19;1;;;;0;19;0;0;19;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;2A0000022;2A0000014;1;0;0;410;0;95;2038;0;0;2A0000386;;;53;0;4;48;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;2A0000139;2A0000063;0;0;0;619;0;335;1908;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;2A0000287;2A0000386;1;1;1;15586;0;15099;3045;0;1;;;;5679;0;414;5211;0;714;0;0;0;2;0;;396;8335;63;0;0;408;0;3;2;5;0;3;0;0;0;1;0;0;2.08;2;5.97;0;3.2;18;12;;;662;5618;0;0;0;0;0;0;4420;0;0;0;1;5;0;1;1.07;3.78;26;9;1;1;13;3;2;0;0;3;31.09;10.02;1;0.5;8.58
CANCERO;2019;2B0000012;2B0000020;1;0;0;4465;0;4074;3251;0;1;;;;4046;0;30;3966;0;397;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;2B0000038;2B0004246;1;0;0;810;0;794;281;0;1;;;;810;0;11;801;0;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;2B0000145;2B0000053;1;0;1;4504;0;4235;2465;0;1;;;;4164;0;92;3986;0;439;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;17;;;4;3986;0;0;0;0;0;0;12;0;0;0;2;;;;2;;10;6;;;5;;;1;1;;10;6;0.4;0.1;5
CANCERO;2019;2B0000392;2B0000129;0;0;0;320;0;31;1769;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;2B0003099;2B0001069;0;1;0;8539;;8539;0;;;;;;;;;;;;;;;1;0;0;0;8539;854;;;380;;1;2;4;0;2;;;;;;;1;2;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;300000023;300780046;1;0;1;6400;0;5989;3254;0;1;;;;6191;0;135;5941;0;660;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;21;16;0;0;776;6171;0;0;0;0;0;0;6917;0;0;0;0;1;2;0;0.48;1;16;14;;;12;4;5;1;;7;18.4;16.07;0.39;;14.62
CANCERO;2019;300000031;300780053;1;0;0;1551;99;1316;1739;110;1;;;;1360;99;45;1276;110;179;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;300014446;300012705;0;1;0;50975;;50975;;;;;;;;;;;;;;;;5;0;0;;50975;710;;;2252;;10;7;26;4;18;;0;2;10;0;4;10;8.2;32.3;4;19.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;300017209;300000726;1;0;1;8294;0;7966;2640;0;1;;;;8239;0;274;7966;0;865;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;12;;;943;7966;0;0;0;0;0;0;7194;0;0;0;;3;7;;6;2.6;10;5;;;;35;22;1;2;1;22.45;8.06;0.41;0.71;0.18
CANCERO;2019;300780137;920028396;0;0;0;684;0;407;1219;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;300780152;300017985;0;0;0;268;0;19;2132;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;300781465;300000726;0;0;0;627;0;168;1705;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;300782117;300780038;1;1;1;43997;0;40344;29302;0;1;;;;16289;0;1352;14202;0;1852;0;10;0;3;;2;1071;24522;215;0;73;1125;62;5;5;12;2;7;0;;;9;;1;5;4.8;18.8;2;6.41;28;27;;;1464;14850;0;0;1;9;0;0;8926;0;2;0;5;;0;1;2.77;0.9;24;11;;;28;3;3;;;;24.58;12.42;;;26.49
CANCERO;2019;300788502;300017985;0;0;0;677;0;97;4447;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;310000310;310780671;1;0;1;1143;0;1115;408;0;1;;;;1130;0;0;1114;0;173;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1195;0;0;0;0;0;0;0;0;0;0;;;1;3;0.2;1.86;3;2;;;1;2;;;1;1;3.8;2;;0.1;1.7
CANCERO;2019;310005459;310021886;1;0;0;0;639;0;0;712;0;310781406;;;0;639;0;0;712;0;151;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;310009279;310780671;1;0;0;211;0;91;778;0;0;310000310;;;41;0;0;40;0;6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;310016977;310781406;1;0;1;1860;0;1308;4238;0;1;;;;1681;0;361;1229;0;8;0;178;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2996;0;0;0;2927;0;0;0;0;0;0;;;;3;;0.5;4;10;;;1;4;;1;;2;5.27;5.67;0.5;;1.8
CANCERO;2019;310019351;310781406;1;0;1;6834;0;5789;7033;0;1;;;;5212;0;127;4854;0;702;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;633;6723;0;0;0;1;0;0;4934;0;0;0;;;;3;;0.7;9;9;;;6;3;1;;;7;10.6;9.31;;;8.96
CANCERO;2019;310025333;310781406;1;1;1;11897;0;8648;25370;0;1;;;;9148;0;1312;7159;0;1311;0;2;0;;;15;;;;3;573;;494;;;;;;;;;;;;;;;;;35;28;14;5;1589;12222;881;578;4;27;1;0;8700;4248;21;2;;8;;5;;8.59;47;29;;;;3;2;;;;45.07;25.3;;;0.77
CANCERO;2019;310026083;310026075;1;0;0;672;0;331;1115;0;0;310780259;;;134;;;134;;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;310026927;310026794;1;0;1;5954;0;4647;7380;0;1;;;;4109;0;102;3938;0;486;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;3694;0;0;0;0;0;0;0;0;0;0;2;;;;2;;7;;;;;2;;;;;4.84;;;;
CANCERO;2019;310780259;310000096;1;0;1;14900;412;13101;14094;416;1;;;;13143;412;308;12621;416;1391;29;0;42;;;;;;;;;;;;;;;;;;;;;;;;;;;39;35;28;2;1302;14479;1624;479;0;7;0;0;5364;7439;0;0;3;5;8;3;7;8;43;19;;;11;;;;;;44.62;16.5;;;10
CANCERO;2019;310780283;310000112;1;1;1;6425;0;5264;10644;0;1;;;;5153;0;69;4982;0;596;0;0;0;0;;;0;0;29;0;0;26;0;0;;;;;0;;;;;;;;;;;;11;;;0;5107;0;0;0;0;0;0;0;0;0;0;3;;1;;3.2;;15;12;1;1;;2;;;;1;14.05;11.3;0.5;0.5;0.69
CANCERO;2019;310780382;310000179;0;0;0;645;0;95;4014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;310781000;310788880;1;1;1;4784;0;3790;7537;0;1;;;;3627;0;4;3575;0;435;0;0;0;0;0;;0;0;51;0;0;49;0;1;;;;;0;;;;;;1;;;;;;6;;;0;3401;0;0;0;0;0;0;0;0;0;0;1;3;;;1;3;6;;;;1;2;;2;1;;5.42;;1;0.2;1.45
CANCERO;2019;310781067;310788898;1;0;0;572;0;465;1168;0;1;;;;511;0;20;443;0;68;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;310781505;310000492;1;0;1;4088;0;3501;5105;0;1;;;;3282;0;16;3230;0;428;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;3481;0;0;0;0;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;;;;2.25;;;;1
CANCERO;2019;310782347;310789136;1;1;1;83878;0;80360;17690;0;1;;;;24384;0;1799;21756;0;3142;0;1;0;7;0;1;2970;54075;577;223;3;2891;86;12;11;37;5;10;37;4;3;7;1;5;12.18;13.45;40.56;5.91;13.93;60;50;34;10;3368;23339;1887;2591;2;4;0;2;18919;9201;2;0;19;4;5;1;21.54;3.76;105;33;2;0;44;10;6;7;6;5;100.46;31.1;5.56;4.59;43.92
CANCERO;2019;310783048;310781406;1;0;1;2330;0;452;15533;0;1;;;;1390;0;417;369;0;604;0;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6124;0;0;0;5;0;0;0;0;0;0;;;;17;;1.59;;;;;;5;2;;;;3.84;1.6;;;
CANCERO;2019;310783055;310781406;1;0;1;7144;0;4962;16633;0;1;;;;5381;0;138;4863;0;817;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;5463;0;0;;9;0;0;;0;;0;;;3;3;0.47;1.12;14;6;;;3;1;;;;7;13.78;6.13;;;5
CANCERO;2019;310797527;310797519;0;1;0;51793;;48544;0;;;;;;;;;;;;;;;6;0;1;3249;48342;;202;;2377;83;5;5;30;6;1;;;1;2;;;5;5.8;28.4;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;320000086;320780117;1;0;1;2472;0;2275;1539;0;1;;;;2353;0;31;2255;0;269;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;0;0;35;2311;0;0;0;0;0;0;52;0;0;0;0;0;4;0;2.65;0;0;0;1;0;3;9;7;0;0;0;2.55;2.03;1;0;3
CANCERO;2019;320780067;320000052;0;0;0;268;0;110;841;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
