"","PLAYER_NAME","SEASON","TEAM_ID","Points","Passes_décisives","Rebonds_Offensifs","Rebonds_Défensifs","Rebonds","Interceptions","Contres","Balles_Perdues","LEAGUE_ID","MIN_YEAR","MAX_YEAR","ABBREVIATION","NICKNAME","YEARFOUNDED","CITY","ARENA","ARENACAPACITY","OWNER","GENERALMANAGER","HEADCOACH","DLEAGUEAFFILIATION"
"5468","Jermareo Davidson",2008,1610612744,3,0.0714285714285715,0.714285714285714,1.71428571428571,2.42857142857143,0.142857142857143,0.214285714285714,0.357142857142857,0,1946,2019,"GSW","Warriors",1946,"Golden State","Chase Center",19596,"Joe Lacob","Bob Myers","Steve Kerr","Santa Cruz Warriors"
"5469","Jerome Beasley",2003,1610612748,1,0,0,0.5,0.5,0,0,0,0,1988,2019,"MIA","Heat",1988,"Miami","AmericanAirlines Arena",19600,"Micky Arison","Pat Riley","Erik Spoelstra","Sioux Falls Skyforce"
"5470","Jerome Dyson",2011,1610612740,7.44444444444444,2,0.222222222222222,1.88888888888889,2.11111111111111,1.22222222222222,0.222222222222222,2.22222222222222,0,2002,2019,"NOP","Pelicans",2002,"New Orleans","Smoothie King Center",NA,"Tom Benson","Trajan Langdon","Alvin Gentry","No Affiliate"
"5471","Jerome James",2003,1610612760,4.98461538461538,0.492307692307692,1.2,2.33846153846154,3.53846153846154,0.307692307692308,0.923076923076923,1.26153846153846,0,1967,2019,"OKC","Thunder",1967,"Oklahoma City","Chesapeake Energy Arena",19163,"Clay Bennett","Sam Presti","Billy Donovan","Oklahoma City Blue"
"5472","Jerome James",2004,1610612760,5.84615384615385,0.263736263736264,1.25274725274725,2.21978021978022,3.47252747252747,0.318681318681319,1.43956043956044,1.12087912087912,0,1967,2019,"OKC","Thunder",1967,"Oklahoma City","Chesapeake Energy Arena",19163,"Clay Bennett","Sam Presti","Billy Donovan","Oklahoma City Blue"
"5473","Jerome James",2005,1610612752,3.04444444444444,0.266666666666667,0.866666666666667,1.15555555555556,2.02222222222222,0.0666666666666667,0.511111111111111,1.13333333333333,0,1946,2019,"NYK","Knicks",1946,"New York","Madison Square Garden",19763,"Cablevision (James Dolan)","Steve Mills","David Fizdale","Westchester Knicks"
"5474","Jerome James",2006,1610612752,1.85365853658537,0.0731707317073171,0.51219512195122,1.09756097560976,1.60975609756098,0.146341463414634,0.365853658536585,0.560975609756098,0,1946,2019,"NYK","Knicks",1946,"New York","Madison Square Garden",19763,"Cablevision (James Dolan)","Steve Mills","David Fizdale","Westchester Knicks"
"5475","Jerome James",2007,1610612752,2,0,0,1.5,1.5,0,0,0,0,1946,2019,"NYK","Knicks",1946,"New York","Madison Square Garden",19763,"Cablevision (James Dolan)","Steve Mills","David Fizdale","Westchester Knicks"
"5476","Jerome James",2008,1610612752,3,0,0.5,1,1.5,0.5,0.5,0.5,0,1946,2019,"NYK","Knicks",1946,"New York","Madison Square Garden",19763,"Cablevision (James Dolan)","Steve Mills","David Fizdale","Westchester Knicks"
"5477","Jerome Jordan",2011,1610612752,2,0.181818181818182,0.727272727272727,0.590909090909091,1.31818181818182,0.0454545454545455,0.272727272727273,0.0909090909090909,0,1946,2019,"NYK","Knicks",1946,"New York","Madison Square Garden",19763,"Cablevision (James Dolan)","Steve Mills","David Fizdale","Westchester Knicks"
